Q93553	A0A087WNU1
O16511	Q8C0K5
Q23628	Q8C0L0
P91151	Q8C0M0
Q17388	Q8C0M8
Q18081	Q8C0P0
Q18594	Q8C0P5
Q17573	Q8C0P7
P0CG71	Q8C0Q9
O45201	Q8C0R0
A3QM99	Q8C0S4
Q21731	Q8C0T5
O61817	Q8C0T9
A0A168H2S6	Q8C0V0
P91998	Q8C0Y0
W6RQY2	Q8C0Y1
Q9BL54	Q8C129
O17084	Q8C145
Q9N537	Q8C147
Q94398	Q8C156
Q93408	Q8C163
Q7JP54	Q8C166
Q9GN62	Q8C170
Q19479	Q8C176
Q93717	Q8C180
O44622	Q8C190
E5QCH0	Q8C196
O17622	Q8C1A5
A0A5K1IAD3	Q8C1B1
Q94246	Q8C1B7
Q9TXY4	Q8C1D8
P90823	Q8C1F4
P91321	Q8C1L2
A0A8S4QBD3	Q8C1S0
O01301	Q8C1W1
Q20340	Q8C1Y8
Q9U2R0	Q8C1Z7
Q9XWH3	Q8C255
F5GUE5	Q8C2E4
Q9TZA6	Q8C2E7
Q9TZK8	Q8C2Q3
G5EF76	Q8C2S5
G5ECZ3	Q8C2W5
Q22695	Q8C310
Q18567	Q8C341
Q7JMQ6	Q8C3F2
Q20025	Q8C3I8
Q8I7N1	Q8C3J5
A0A1T5HUK8	Q8C3P7
Q22170	Q8C3Q5
Q18758	Q8C3Q9
Q09218	Q8C3X2
Q19465	Q8C3X4
Q21015	Q8C3X8
Q965K3	Q8C3Y4
H2L0M0	Q8C419
O62060	Q8C436
Q95QC4	Q8C437
Q21529	Q8C4A5
Q9U300	Q8C4B4
O02658	Q8C4H2
Q22694	Q8C4J7
O17850	Q8C4M7
P91393	Q8C4S8
F5GUH0	Q8C4U2
P90980	Q8C4U3
G5ECB0	Q8C4V1
P34355	Q8C4Y3
Q09560	Q8C522
P34502	Q8C551
Q23590	Q8C569
Q27873	Q8C570
G5EE66	Q8C5D8
Q22966	Q8C5H8
G5EED5	Q8C5L7
Q27888	Q8C5N3
Q9N5J1	Q8C5N5
G5EDM7	Q8C5P5
Q21182	Q8C5Q4
O17725	Q8C5U9
Q17560	Q8C5W0
Q9U3B6	Q8C6A8
Q21012	Q8C6B2
H2KZ78	Q8C6B9
O62245	Q8C6E0
G5EEA2	Q8C6G8
Q17978	Q8C6I2
Q95QL3	Q8C6M1
O45291	Q8C6P8
O01521	Q8C6S9
Q23049	Q8C6U2
P34333	Q8C726
A0A486WXR6	Q8C729
Q8I7M7	Q8C735
O17200	Q8C739
Q95QB1	Q8C754
Q09506	Q8C796
P91004	Q8C7B8
Q9XW78	Q8C7D2
O17972	Q8C7E9
Q9U2G4	Q8C7M3
H2KYJ5	Q8C7N7
G5EEG7	Q8C7R4
Q23546	Q8C7X2
Q17399	Q8C827
V6CLR1	Q8C854
A7DTF0	Q8C863
Q7JLC8	Q8C878
A3QMD7	Q8C8B0
A0A2K5AU25	Q8C8N2
H2KYI3	Q8C8R3
Q23122	Q8C8T7
Q19086	Q8C8T8
P30651	Q8C8U0
Q9U3E9	Q8C8Y2
Q9UB02	Q8C966
P34399	Q8C9B9
O45495	Q8C9H6
Q9XWP7	Q8C9J3
H2L099	Q8C9Q5
H2L019	Q8C9W3
J7SA57	Q8C9X6
O01532	Q8CA72
Q03565	Q8CA95
Q03755	Q8CAA7
F5GU49	Q8CAC8
Q20616	Q8CAK3
A0A486WY88	Q8CAQ8
O45637	Q8CAS9
Q7JP64	Q8CB19
H2KZY3	Q8CB27
Q21253	Q8CB77
Q93696	Q8CBA2
A0A486WXK7	Q8CBB6
Q95X36	Q8CBB9
O76616	Q8CBD1
G4SLH0	Q8CBE3
Q18169	Q8CBF3
P52554	Q8CBW3
Q20998	Q8CBY0
G5EDY0	Q8CBY3
Q19257	Q8CBY8
O17403	Q8CC27
Q20173	Q8CC35
Q20317	Q8CC86
H2L0D3	Q8CC88
Q9U3K8	Q8CCA0
G5EF96	Q8CCB4
V6CIV8	Q8CCE9
O17694	Q8CCF0
Q9XWV2	Q8CCI5
O02092	Q8CCJ9
Q7YZG7	Q8CCK0
Q22369	Q8CCN1
Q21059	Q8CCN5
Q9TYP8	Q8CCP0
O62515	Q8CCS6
Q17403	Q8CD92
Q09524	Q8CDB0
A0A168HAJ0	Q8CDC7
Q93971	Q8CDD8
P90794	Q8CDD9
P92020	Q8CDG1
Q9N3Z0	Q8CDG3
P91268	Q8CDI2
P34601	Q8CDI6
Q19214	Q8CDI7
Q9NA76	Q8CDJ3
P91182	Q8CDK3
A0A1N7SYX2	Q8CDL9
P34318	Q8CDM1
Q8I111	Q8CDM4
Q21562	Q8CDM8
Q9N5E4	Q8CDN6
O01658	Q8CDV6
P34529	Q8CDZ2
Q7YTK8	Q8CE08
Q18040	Q8CE33
O16246	Q8CE46
C1P648	Q8CE50
U4PAY0	Q8CE64
B1V898	Q8CE90
Q17633	Q8CE96
P34541	Q8CEC0
Q9U329	Q8CEC6
A8WFN7	Q8CEE6
Q6A5A0	Q8CEE7
Q9XUP0	Q8CEI1
A8WFM5	Q8CES0
G5EDM9	Q8CF60
Q8MXU9	Q8CF66
Q95XR6	Q8CF89
Q20435	Q8CFA1
Q9U386	Q8CFA2
Q9GYR3	Q8CFB4
Q9GYJ2	Q8CFC2
P46578	Q8CFD4
O02053	Q8CFD5
H2KML7	Q8CFE3
Q21551	Q8CFE4
Q93743	Q8CFE6
G5EC84	Q8CFG0
Q9N499	Q8CFG9
Q5DX32	Q8CFH6
Q10664	Q8CFI0
O17805	Q8CFI2
Q7YWY4	Q8CFI5
Q9N4B8	Q8CFI7
Q17930	Q8CFK6
Q27516	Q8CFN5
Q9XX10	Q8CFT2
A0A0K3AT53	Q8CFV9
Q17625	Q8CFW1
Q22613	Q8CFW7
Q9XVF6	Q8CFX1
O16573	Q8CFZ4
Q9XX16	Q8CG03
Q9N3F7	Q8CG19
Q95QV8	Q8CG46
Q95XS1	Q8CG47
Q23390	Q8CG48
W6RXR9	Q8CG70
Q18031	Q8CG71
Q9XXD4	Q8CG73
A9UJP6	Q8CG76
Q9BKP1	Q8CG79
O62468	Q8CGA0
O62219	Q8CGB3
A0A061AE05	Q8CGB6
Q18286	Q8CGC4
O16517	Q8CGC6
P55956	Q8CGC7
G5EDJ0	Q8CGE9
G5ECF1	Q8CGF1
O45391	Q8CGF6
P45970	Q8CGF7
E8MDW3	Q8CGI1
Q21285	Q8CGK3
Q9NEZ5	Q8CGK7
G5ED44	Q8CGM1
O45691	Q8CGM2
Q95Q05	Q8CGN4
O45600	Q8CGN5
B1V8J4	Q8CGP2
Q9XVX4	Q8CGP5
Q9XX95	Q8CGP6
Q93517	Q8CGR5
Q11086	Q8CGS6
Q9XWW3	Q8CGT6
Q93249	Q8CGU1
H2KZ49	Q8CGV2
Q19211	Q8CGW9
Q93520	Q8CGY8
G5ECF6	Q8CGZ0
Q9TYP9	Q8CH02
P91868	Q8CH18
Q9U3P5	Q8CH19
I2HA90	Q8CH25
P34413	Q8CH72
G5ECA0	Q8CH77
G5ECP6	Q8CHC4
Q22765	Q8CHC8
Q09989	Q8CHE4
P52717	Q8CHG7
P90961	Q8CHH9
Q21295	Q8CHI8
G5ECT2	Q8CHK3
P45897	Q8CHK4
Q86PJ4	Q8CHP5
O17934	Q8CHQ0
Q8T5S1	Q8CHT0
Q93619	Q8CHT1
Q22950	Q8CHT3
G5EGS6	Q8CHU3
Q9NEY7	Q8CHV6
Q17427	Q8CHW4
Q23382	Q8CHY6
G5EC32	Q8CHY7
Q94184	Q8CI08
G2HK15	Q8CI11
O18188	Q8CI12
P54073	Q8CI32
Q9N4L9	Q8CI43
Q19203	Q8CI51
Q9XVC5	Q8CI61
Q19475	Q8CI66
Q9XTS0	Q8CI71
O76640	Q8CI75
Q9N4V0	Q8CI94
O18128	Q8CI95
O62246	Q8CIB5
P91127	Q8CIC2
G5EBK4	Q8CID0
H2L0C8	Q8CIE4
Q21361	Q8CIE6
Q18204	Q8CIF4
U4PEY4	Q8CIG3
Q21752	Q8CIG8
Q8I4F7	Q8CIH5
G5EE97	Q8CIK8
A0A0K3AV48	Q8CIM1
G5EDP2	Q8CIM8
Q20675	Q8CIN4
Q9U2R6	Q8CIP4
Q27504	Q8CIQ7
Q18124	Q8CIR4
Q9U217	Q8CIS0
G5ECY4	Q8CIT9
Q9U393	Q8CIV2
P18835	Q8CIV8
Q9XW75	Q8CIW5
A0A0K3AS30	Q8CJ00
P91249	Q8CJ19
Q11184	Q8CJ27
Q09990	Q8CJ40
Q9N373	Q8CJ53
Q21702	Q8CJ67
O16510	Q8CJ69
Q10579	Q8CJ96
Q2XMY7	Q8CJF7
Q95X59	Q8CJF8
Q22705	Q8CJF9
Q21986	Q8CJG0
Q20780	Q8CJG1
Q17670	Q8CJH3
G5ECM1	Q8JZK9
O16432	Q8JZL0
Q9N4X8	Q8JZL7
Q17439	Q8JZM0
Q86NC2	Q8JZM7
G5EC77	Q8JZN5
O45707	Q8JZP2
O18201	Q8JZP3
Q22111	Q8JZQ2
O45198	Q8JZQ5
Q9XYB7	Q8JZQ9
Q21463	Q8JZR0
Q95XG6	Q8JZR6
Q18645	Q8JZS0
P34440	Q8JZS6
O44441	Q8JZS9
O02334	Q8JZU2
O17930	Q8JZV4
O02073	Q8JZX4
Q5WRN1	Q8JZY2
H2KZC1	Q8JZZ7
Q8MLZ5	Q8K003
Q9U3H4	Q8K007
H2KML2	Q8K009
O01615	Q8K012
A0A8S4QD70	Q8K015
G5EFV4	Q8K019
Q966J7	Q8K021
Q9U7D5	Q8K045
Q22782	Q8K057
Q7YWN4	Q8K088
Q95Y83	Q8K0C1
Q21623	Q8K0C8
Q17328	Q8K0C9
Q9NAE9	Q8K0D2
Q95PY8	Q8K0D5
G5EES6	Q8K0D7
G5EF83	Q8K0E8
Q9NA26	Q8K0G5
Q9XWU9	Q8K0H5
Q18521	Q8K0L0
P10038	Q8K0L9
G5EDW9	Q8K0Q5
G5EEJ7	Q8K0S0
Q22397	Q8K0S9
J7RNK2	Q8K0T0
Q20643	Q8K0T3
Q94986	Q8K0T7
Q20329	Q8K0U4
O61218	Q8K0V2
A0A2K5ATQ8	Q8K0V4
Q9U3P9	Q8K0X8
O76743	Q8K0Z7
Q23058	Q8K0Z9
P34547	Q8K114
Q22243	Q8K120
Q9N4C3	Q8K182
P12456	Q8K183
O17013	Q8K190
Q95QL1	Q8K194
O45351	Q8K199
O45593	Q8K1A6
Q27535	Q8K1B8
Q21704	Q8K1C9
G5EFD2	Q8K1E6
D7SFK7	Q8K1F9
Q9U3Q0	Q8K1H7
Q9N4D9	Q8K1H9
P41842	Q8K1K4
Q20230	Q8K1K9
Q17956	Q8K1L0
D9PTN5	Q8K1L5
Q19266	Q8K1M4
P34611	Q8K1M6
Q23422	Q8K1N1
Q23672	Q8K1N2
Q20014	Q8K1N4
G5EBI0	Q8K1R3
G5ECT6	Q8K1R7
G5EFD4	Q8K1S2
Q9TZK9	Q8K1S3
Q9U3N4	Q8K1S4
Q9NA59	Q8K1S6
H2L0N3	Q8K1T4
Q965Q6	Q8K1X4
Q20875	Q8K1Z0
A0A6V7QYH4	Q8K201
L8E946	Q8K202
Q18060	Q8K203
Q19065	Q8K211
Q17800	Q8K212
P54406	Q8K214
B7WN96	Q8K215
Q22936	Q8K221
A0A8S4QGS8	Q8K224
P34704	Q8K245
Q10007	Q8K248
Q17432	Q8K249
Q8WQ99	Q8K268
Q9NA71	Q8K273
O16315	Q8K284
Q22616	Q8K296
A5JYX5	Q8K297
Q03600	Q8K298
O76606	Q8K2A1
Q22092	Q8K2A7
Q21131	Q8K2A8
Q20695	Q8K2B0
Q18066	Q8K2B3
Q564S2	Q8K2C6
Q17958	Q8K2C7
A0A0K3AR51	Q8K2C9
G5EFW8	Q8K2D0
P90835	Q8K2D3
O01583	Q8K2F0
Q18938	Q8K2F8
Q9BKZ9	Q8K2H1
Q21318	Q8K2H2
O61707	Q8K2I1
O17684	Q8K2I3
G5EEK7	Q8K2J0
Q17896	Q8K2J4
Q21592	Q8K2K6
Q9BIG4	Q8K2L8
H2KYQ5	Q8K2M0
O45984	Q8K2Q7
P34675	Q8K2T1
P81299	Q8K2T8
O44754	Q8K2V1
O44962	Q8K2V6
Q19272	Q8K2X3
O01549	Q8K2Y7
Q20097	Q8K2Y9
Q20759	Q8K2Z4
Q20064	Q8K2Z8
P41829	Q8K310
Q17694	Q8K327
Q20379	Q8K354
D5MCR4	Q8K363
O01961	Q8K368
O45722	Q8K370
H2KZA2	Q8K371
O62517	Q8K385
P91177	Q8K386
Q9BKQ8	Q8K387
Q21319	Q8K389
O17395	Q8K394
Q18069	Q8K3A9
Q9XW51	Q8K3B1
Q9XTS3	Q8K3D3
Q95ZJ1	Q8K3E5
H2KZW0	Q8K3F6
G5EFX3	Q8K3F7
P34283	Q8K3G9
Q18973	Q8K3H0
Q21401	Q8K3H5
Q23147	Q8K3J1
G5EC37	Q8K3K8
Q09462	Q8K3M5
Q9U2D6	Q8K3W0
G5EBN9	Q8K3W3
A0A8S4QD18	Q8K3X4
P91479	Q8K3Y3
Q18277	Q8K400
Q966L9	Q8K409
Q9TZC4	Q8K410
G5EEX5	Q8K411
Q09360	Q8K419
Q8I4C4	Q8K440
O45319	Q8K441
Q19753	Q8K442
Q7YWX7	Q8K448
Q09299	Q8K449
Q9U3T5	Q8K450
O44175	Q8K4B0
F3Y5Q9	Q8K4B2
P90863	Q8K4D7
Q19336	Q8K4E0
Q17622	Q8K4G2
A0A486WX07	Q8K4G5
O17824	Q8K4I3
Q22075	Q8K4J2
G5EFE0	Q8K4J6
Q19182	Q8K4K2
Q93726	Q8K4L0
Q9BLB6	Q8K4L3
O45692	Q8K4L4
Q21446	Q8K4P0
O61198	Q8K4Q0
Q18000	Q8K4Q7
H2L0F9	Q8K4R9
O18213	Q8K4S1
P34689	Q8K4Z2
Q21168	Q8K4Z3
Q21824	Q8K4Z5
Q2V4T5	Q8K596
O01477	Q8K5B2
Q22696	Q8K5B8
O62250	Q8K5C0
Q19237	Q8N7N5
Q9U2X1	Q8N7N6
G5EDY2	Q8QZS1
Q93791	Q8QZT1
Q93635	Q8QZT2
P91352	Q8QZV4
K8ERW1	Q8QZV7
P91216	Q8QZX2
Q27257	Q8QZY1
Q23357	Q8QZY9
P52013	Q8QZZ7
Q22055	Q8QZZ8
O61880	Q8R001
Q9XUP8	Q8R007
P91350	Q8R010
D6RYD9	Q8R016
Q19967	Q8R023
G3DRG2	Q8R033
P10984	Q8R035
Q9N4X2	Q8R050
Q10656	Q8R060
Q95QU0	Q8R071
Q8MQ56	Q8R079
Q9XW26	Q8R080
O01542	Q8R081
Q9XW68	Q8R0A0
A0A8D8EIT5	Q8R0A6
Q9N4B7	Q8R0A7
Q10009	Q8R0C3
P35603	Q8R0F3
Q19685	Q8R0F5
O44447	Q8R0G9
A0T4F9	Q8R0H9
G4S460	Q8R0I0
Q9XTY6	Q8R0J1
Q18395	Q8R0J7
Q9N595	Q8R0L1
Q9XVZ8	Q8R0L9
A0A078BPF3	Q8R0N6
Q8IFZ2	Q8R0P4
Q18780	Q8R0S1
P27798	Q8R0S2
Q19004	Q8R0S4
Q19052	Q8R0T2
Q19091	Q8R0W0
O02495	Q8R0W6
Q23179	Q8R0X7
Q22810	Q8R0Y6
A0A0K3AW32	Q8R100
Q95Y27	Q8R104
G5EBF4	Q8R105
Q9XWF6	Q8R123
D5MCR9	Q8R127
G5EDG2	Q8R146
O61216	Q8R151
Q21274	Q8R179
G5ED71	Q8R180
Q17607	Q8R191
Q20676	Q8R1A4
Q4W525	Q8R1B4
Q400N3	Q8R1B5
Q22059	Q8R1B8
G5EFK8	Q8R1F6
Q65ZJ7	Q8R1G2
Q93380	Q8R1G6
Q09657	Q8R1I1
Q22159	Q8R1J9
O01836	Q8R1K1
Q9TXI9	Q8R1M0
Q9U3Q6	Q8R1N0
O17587	Q8R1N4
Q17424	Q8R1Q0
Q09587	Q8R1Q8
Q9N3H9	Q8R1R4
Q20922	Q8R1S4
Q95XX8	Q8R1V4
O18034	Q8R1W2
O62053	Q8R1W8
G5EE02	Q8R1X6
Q9U3Q7	Q8R1Z9
Q18446	Q8R216
Q9U2P3	Q8R238
Q9XUJ5	Q8R284
A0A9R9	Q8R2G6
O17901	Q8R2K4
O45149	Q8R2K7
Q23012	Q8R2M2
Q1XFY3	Q8R2N0
O16706	Q8R2N1
Q2XMY1	Q8R2Q0
Q22677	Q8R2Q4
Q18620	Q8R2Q8
Q18610	Q8R2R3
G5EDD5	Q8R2R6
Q94222	Q8R2R9
A0A3B1DQX2	Q8R2U0
Q18602	Q8R2U4
O76667	Q8R2U7
A0A0K3ARX8	Q8R2V2
Q18511	Q8R2X8
P34282	Q8R2Y8
O02217	Q8R2Z3
Q2EEM8	Q8R307
Q18343	Q8R316
Q18053	Q8R317
Q9N3Z3	Q8R323
O61708	Q8R326
O17328	Q8R349
Q22021	Q8R361
P18947	Q8R366
Q9UA63	Q8R373
P90879	Q8R395
P34426	Q8R3B1
Q23191	Q8R3B7
O18089	Q8R3C0
O17402	Q8R3C6
P46064	Q8R3E3
C0P273	Q8R3F9
P49048	Q8R3G1
P34684	Q8R3H9
Q23090	Q8R3I3
Q18445	Q8R3L2
Q19780	Q8R3L8
Q9N4G9	Q8R3N1
Q9GPA0	Q8R3N6
P90825	Q8R3P0
Q17449	Q8R3P6
O61219	Q8R3P7
Q17659	Q8R3P9
Q09500	Q8R3Q0
O17645	Q8R3Q2
P47207	Q8R3R8
Q20445	Q8R3S6
Q9TYQ1	Q8R3V5
Q9GTD4	Q8R3Z5
Q22714	Q8R412
Q18377	Q8R422
X5LPW7	Q8R429
Q18337	Q8R464
Q967F4	Q8R480
P52716	Q8R4A3
P34299	Q8R4B8
O17375	Q8R4E9
Q17686	Q8R4G0
G5EBZ1	Q8R4H2
Q22524	Q8R4H9
Q18891	Q8R4I4
Q11182	Q8R4K2
Q9NA77	Q8R4K8
Q19050	Q8R4N0
G5EGB7	Q8R4R6
A8WHN5	Q8R4U0
Q9N4Q7	Q8R4U7
H2L0S5	Q8R4X3
P53439	Q8R4Y4
G5EG61	Q8R4Z4
Q9N5K3	Q8R516
Q18964	Q8R550
P29355	Q8R554
P48053	Q8R570
O44772	Q8R5A0
Q17720	Q8R5A3
Q9XVZ1	Q8R5A6
D5MCN2	Q8R5C5
Q9N587	Q8R5F8
Q20774	Q8R5H1
G5ED89	Q8R5H6
Q21504	Q8R5K4
Q9XWV3	Q8R5M8
Q23260	Q8VBT0
Q21948	Q8VBT1
P54871	Q8VBT9
Q17539	Q8VBV4
O01527	Q8VBV7
Q23543	Q8VBW6
Q21037	Q8VBX6
P91245	Q8VBY2
Q23290	Q8VBZ3
Q27511	Q8VC03
Q9TZD5	Q8VC19
Q19212	Q8VC30
Q9XVF1	Q8VC31
H2KZU7	Q8VC56
H2KYB6	Q8VC70
Q18235	Q8VC85
G5EE80	Q8VCA5
Q9XUD8	Q8VCB1
Q22528	Q8VCC2
Q9N4Y9	Q8VCC9
Q22430	Q8VCD3
Q93895	Q8VCD5
Q21452	Q8VCD7
P91066	Q8VCF0
Q9XV32	Q8VCG3
Q8ITY6	Q8VCG4
Q22649	Q8VCH5
Q22403	Q8VCH6
Q20878	Q8VCH8
P91561	Q8VCI0
G5ECM6	Q8VCI5
A0A061AKW6	Q8VCK3
A0SQM0	Q8VCL2
Q18553	Q8VCM7
Q9NF10	Q8VCM8
G5EEW6	Q8VCN5
A0A131MBN3	Q8VCN9
Q22441	Q8VCQ8
Q20968	Q8VCT3
G5EDN7	Q8VCV1
G5EGQ2	Q8VCW4
Q93732	Q8VCW8
Q22830	Q8VCX5
Q03572	Q8VCX6
Q9TZ49	Q8VCY6
O62271	Q8VCY8
Q19816	Q8VCZ7
Q20707	Q8VD04
H2KYD1	Q8VD31
Q9U281	Q8VD33
G5EE65	Q8VD37
Q9U3A4	Q8VD62
H2KMJ9	Q8VD63
O01854	Q8VD65
A0A9S7	Q8VD66
Q9XTU8	Q8VD72
H2KYU5	Q8VD75
H2KYV1	Q8VD76
G5EF44	Q8VDC0
Q23647	Q8VDC1
O16500	Q8VDD5
Q93321	Q8VDD8
Q95XM4	Q8VDD9
P24612	Q8VDF2
U4PBY2	Q8VDH1
H8ESF5	Q8VDI7
Q17512	Q8VDJ3
Q22799	Q8VDK3
Q95QQ6	Q8VDL4
O76577	Q8VDM4
P41937	Q8VDM6
G5EGM3	Q8VDN2
U4PBF5	Q8VDN4
Q7K866	Q8VDP3
G5EFY6	Q8VDP4
Q17895	Q8VDP6
O45551	Q8VDQ8
P34683	Q8VDR9
Q86S44	Q8VDS3
Q20711	Q8VDS4
Q21471	Q8VDS7
V6CJE7	Q8VDT9
Q0G821	Q8VDU0
Q93213	Q8VDU5
O17346	Q8VDV0
P34295	Q8VDV3
K8ES47	Q8VDV8
P48180	Q8VDW4
O17552	Q8VDZ4
Q19124	Q8VE08
G5EGI7	Q8VE09
Q18187	Q8VE10
Q95V25	Q8VE11
Q94130	Q8VE18
Q9N5X2	Q8VE19
O62512	Q8VE22
Q9TXI7	Q8VE28
Q21153	Q8VE37
H2L0J8	Q8VE38
A0A4V0IK77	Q8VE42
Q95XW5	Q8VE47
Q20289	Q8VE62
Q9XXI9	Q8VE70
Q18357	Q8VE73
Q19723	Q8VE80
O61775	Q8VE97
Q8TA47	Q8VEA4
Q7YTF9	Q8VEB1
G5EFR0	Q8VEB4
Q27433	Q8VED5
Q93932	Q8VEE1
Q17635	Q8VEE4
O44743	Q8VEF1
Q20282	Q8VEH3
Q17603	Q8VEH5
Q23083	Q8VEH6
O45233	Q8VEJ4
Q9XU92	Q8VEJ9
O01446	Q8VEK2
Q93572	Q8VEK3
Q09306	Q8VEK6
H2KZG6	Q8VEM8
Q9U1W1	Q8VH51
Q19292	Q8VHD8
K8FDZ1	Q8VHE0
Q9BL56	Q8VHE6
Q21354	Q8VHG0
Q94215	Q8VHG2
O01884	Q8VHH5
O45905	Q8VHI3
Q22915	Q8VHI6
Q9XTV0	Q8VHI7
Q21000	Q8VHJ5
Q8MXH8	Q8VHJ7
P34305	Q8VHK9
Q9TXW5	Q8VHN7
Q18217	Q8VHN8
O44555	Q8VHQ9
K8ESB8	Q8VHR0
G5EG86	Q8VHR5
P54245	Q8VHS2
Q9U2M7	Q8VHS6
Q18887	Q8VHW2
Q9TZQ3	Q8VHX6
Q9U2P0	Q8VHY0
U4PCF3	Q8VHZ7
Q10956	Q8VI24
Q95XR1	Q8VI33
G5EC57	Q8VI36
G5EG38	Q8VI67
Q9N3S7	Q8VI75
Q95YB2	Q8VI84
Q9GRZ0	Q8VI93
Q09663	Q8VIG1
Q7KWZ4	Q8VII8
P50140	Q8VIJ6
P34599	Q8VIM5
O44477	Q8VIM9
E9P851	Q8WTY4
N1NTN5	Q91V01
Q20027	Q91V09
Q8I4C0	Q91V10
Q966J6	Q91V12
Q19360	Q91V14
O62116	Q91V16
Q9XWJ9	Q91V27
G5ED07	Q91V41
Q9XXG5	Q91V57
W6RTE4	Q91V61
P34482	Q91V64
Q20877	Q91V79
G5EG05	Q91V87
Q20971	Q91V88
H2L0E0	Q91V92
Q7JMS5	Q91V98
Q09413	Q91VA6
A0A0K3AW48	Q91VA7
P52011	Q91VC3
Q0G841	Q91VC4
Q21626	Q91VC7
P49181	Q91VD9
Q9N2T6	Q91VE0
O17641	Q91VE6
O16734	Q91VF6
Q8MPT0	Q91VH2
Q93781	Q91VH6
A0A7R9XN27	Q91VI7
B3CKG1	Q91VJ4
P22980	Q91VJ5
Q22624	Q91VK1
H2L0C0	Q91VK4
Q17656	Q91VL8
Q21693	Q91VM3
Q9UB28	Q91VM5
B6VQ96	Q91VM9
Q93830	Q91VN0
Q9NAE2	Q91VN1
H2KZZ2	Q91VN4
Q20964	Q91VN6
Q1XFY9	Q91VR2
Q10013	Q91VR5
Q10655	Q91VR7
O76407	Q91VR8
Q09415	Q91VS8
Q93238	Q91VT4
O62144	Q91VU0
Q93705	Q91VU6
Q9GYK2	Q91VW5
O01905	Q91VX2
Q23560	Q91VY5
Q9N300	Q91W18
Q17466	Q91W39
Q23662	Q91W40
A0A0K3AUJ9	Q91W43
Q95PZ1	Q91W50
Q11186	Q91W59
Q21028	Q91W61
Q9U1X7	Q91W67
Q27894	Q91W82
A5A8N8	Q91W86
Q03560	Q91W89
Q20956	Q91W90
H2KYB8	Q91W92
O62214	Q91W97
P91156	Q91WA4
O45074	Q91WA6
Q22733	Q91WB4
G5EDE1	Q91WC3
Q9U2U9	Q91WD0
Q19724	Q91WD5
Q8WTL3	Q91WE2
G5EC45	Q91WE3
Q9XVH3	Q91WE6
G5EG28	Q91WF3
O17974	Q91WG2
H2L0D9	Q91WG4
Q9XXU2	Q91WG5
Q21647	Q91WJ7
P90815	Q91WJ8
Q22510	Q91WK0
P90901	Q91WK2
Q9U3T4	Q91WL8
Q9N4H9	Q91WM1
O17646	Q91WM3
O01964	Q91WN1
A5JYR6	Q91WQ3
Q93442	Q91WQ5
P91983	Q91WR8
O44727	Q91WS0
Q22979	Q91WT8
H2L056	Q91WT9
Q9XTB2	Q91WV0
Q19571	Q91WV7
Q9TZN2	Q91X05
Q18195	Q91X20
Q8MQG6	Q91X43
Q9N2V6	Q91X45
Q17993	Q91X58
P91307	Q91X72
Q19953	Q91X76
Q22573	Q91X79
Q8MNS6	Q91X88
P90820	Q91X91
Q9NAF9	Q91X97
O01622	Q91XA8
Q9BPN8	Q91XB0
H2KYU3	Q91XB7
Q19661	Q91XC0
Q20367	Q91XC8
O44768	Q91XD2
O45241	Q91XD6
G5EDB8	Q91XE4
Q20818	Q91XI1
Q59E83	Q91XL2
O44462	Q91XL3
Q09452	Q91XL9
Q95QI2	Q91XM9
Q18237	Q91XS1
Q21432	Q91XU0
O62431	Q91XU3
Q8MXT1	Q91XV3
H2L0N1	Q91Y20
P34522	Q91Y44
Q22648	Q91Y57
Q20393	Q91Y86
Q23345	Q91Y97
Q17778	Q91YD3
Q11080	Q91YD4
P34542	Q91YD6
Q9GYJ7	Q91YD9
Q09491	Q91YE2
A0A5E4M3H3	Q91YE3
Q7JLF4	Q91YE5
Q18038	Q91YE6
Q09409	Q91YE7
Q21192	Q91YH5
Q7YWW5	Q91YH6
Q9BL61	Q91YI0
Q21963	Q91YI1
Q21555	Q91YI4
U4PCN0	Q91YI6
G5EEV2	Q91YJ2
G5ED63	Q91YJ5
Q86FN6	Q91YK2
Q9XW18	Q91YL3
P91910	Q91YM2
Q93356	Q91YM4
Q19643	Q91YN5
P90898	Q91YN9
Q95XQ7	Q91YQ3
A0A168H9W7	Q91YQ5
Q5FC36	Q91YR1
Q21920	Q91YR7
O44858	Q91YR9
Q03575	Q91YS8
O17071	Q91YT0
Q9NAL4	Q91YT7
Q7KPV0	Q91YU3
Q21352	Q91YU8
Q09531	Q91YW3
Q21360	Q91YX5
Q17585	Q91YX7
G5EFE6	Q91YY4
Q03206	Q91Z31
O17828	Q91Z38
I7J4C6	Q91Z49
G5EE33	Q91Z53
G5EBF3	Q91Z67
O62216	Q91Z69
H2KYE2	Q91Z83
P46548	Q91Z96
Q20760	Q91ZA3
Q9TZI1	Q91ZA6
A0A8S4SS69	Q91ZB0
Q9N5H6	Q91ZE0
Q8WQB6	Q91ZJ0
P34418	Q91ZJ5
Q27371	Q91ZK0
Q86FM3	Q91ZM2
P34434	Q91ZP3
O16000	Q91ZP9
Q21691	Q91ZQ1
Q9XXI1	Q91ZR1
Q09418	Q91ZR2
Q23330	Q91ZR3
G5EFT4	Q91ZR4
Q9BL45	Q91ZR5
Q18192	Q91ZT5
P91405	Q91ZU1
O18054	Q91ZU6
Q21730	Q91ZV3
A0A0K3AXD0	Q91ZW2
P91349	Q91ZW3
