P04039	A0A075BJP4
P43563	Q9VY91
P09880	Q9VY93
P32909	Q9VYA4
Q12321	Q9VYA7
P15019	Q9VYA8
P38781	Q9VYA9
P43572	Q9VYB0
P39109	Q9VYB1
P47098	Q9VYB7
P43616	Q9VYB9
P31381	Q9VYC1
Q05584	Q9VYC2
P53838	Q9VYC3
Q05881	Q9VYC9
P25038	Q9VYD4
P38628	Q9VYD7
Q12414	Q9VYE0
P34233	Q9VYE1
Q12350	Q9VYE9
P38763	Q9VYG1
P02309	Q9VYG2
P38073	Q9VYG3
P06101	Q9VYG4
Q03201	Q9VYG8
P53845	Q9VYH1
P33419	Q9VYI5
P26798	Q9VYJ3
Q08985	Q9VYJ7
Q12504	Q9VYK7
P25046	Q9VYK9
Q12452	Q9VYM5
Q3E737	Q9VYN8
Q06675	Q9VYQ0
P39967	Q9VYQ8
Q01217	Q9VYQ9
Q03330	Q9VYR1
P36083	Q9VYR3
Q07904	Q9VYR9
P33315	Q9VYS3
P38302	Q9VYS4
Q04411	Q9VYT1
Q06494	Q9VYT2
P17214	Q9VYT3
Q12400	Q9VYT4
P40214	Q9VYT6
P0CX76	Q9VYV3
P40504	Q9VYV4
Q12086	Q9VYV5
P41807	Q9VYV9
P38426	Q9VYW2
P38174	Q9VYW3
P53916	Q9VYW5
P38590	Q9VYW6
P03962	Q9VYX0
Q07824	Q9VYX1
Q06315	Q9VYX2
P50861	Q9VYX4
P53965	Q9VYX7
P32874	Q9VYX8
P40215	Q9VYY2
P15380	Q9VYY3
Q6Q547	Q9VYZ8
P25040	Q9VZ00
P39011	Q9VZ07
P32501	Q9VZ09
P36156	Q9VZ12
P36163	Q9VZ15
P40154	Q9VZ18
Q12048	Q9VZ20
P32487	Q9VZ21
Q05827	Q9VZ22
P32617	Q9VZ23
P11633	Q9VZ27
Q08929	Q9VZ34
P34230	Q9VZ44
P50623	Q9VZ45
P32916	Q9VZ56
P19211	Q9VZ59
P04385	Q9VZ61
P42936	Q9VZ62
Q07418	Q9VZ71
P32855	Q9VZ72
P47046	Q9VZ80
Q2V2P9	Q9VZA6
P53850	Q9VZB1
P50086	Q9VZB3
P00958	Q9VZB5
P36115	Q9VZC0
P39007	Q9VZD7
P11972	Q9VZE2
Q12179	Q9VZE6
P40583	Q9VZF0
P40975	Q9VZF1
P37303	Q9VZF2
P28777	Q9VZF3
P48562	Q9VZF4
P25441	Q9VZF5
P35178	Q9VZF9
Q12697	Q9VZG0
P25659	Q9VZG2
P54862	Q9VZG7
P25294	Q9VZI1
Q12296	Q9VZI2
P53332	Q9VZI8
P09620	Q9VZJ1
P39723	Q9VZJ3
Q2V2P1	Q9VZJ9
P43567	Q9VZK2
P38795	Q9VZK4
Q06098	Q9VZK8
P00359	Q9VZL3
Q3E785	Q9VZM5
Q04673	Q9VZM7
P23594	Q9VZM9
P04397	Q9VZN4
P10834	Q9VZP9
Q12301	Q9VZQ7
P38263	Q9VZQ8
P40499	Q9VZR0
P05756	Q9VZR1
P40039	Q9VZR2
P49960	Q9VZS1
P53246	Q9VZS3
P53914	Q9VZS5
Q99288	Q9VZU1
P20606	Q9VZU2
Q08961	Q9VZU3
Q04432	Q9VZU4
P39983	Q9VZV2
P39001	Q9VZV5
P39735	Q9VZW0
Q07800	Q9VZW1
P69851	Q9VZW7
Q06636	Q9VZX1
P40575	Q9VZX6
P11747	Q9VZX9
P46983	Q9VZZ4
P20052	Q9VZZ6
P0CX64	Q9VZZ7
P0CX15	Q9VZZ8
P36008	Q9VZZ9
Q08187	Q9W020
Q08826	Q9W021
P38801	Q9W022
Q12511	Q9W029
P32570	Q9W032
Q07990	Q9W049
P17709	Q9W062
P35736	Q9W077
Q08754	Q9W081
P52920	Q9W083
P06197	Q9W087
P37298	Q9W095
P08521	Q9W0A0
P53283	Q9W0A2
P54784	Q9W0A8
Q3E784	Q9W0A9
P53964	Q9W0B2
P05743	Q9W0B3
P39979	Q9W0B7
P06100	Q9W0B8
Q3E7Y5	Q9W0C1
P40077	Q9W0C3
P53275	Q9W0D3
Q12427	Q9W0D6
P40015	Q9W0E8
Q99303	Q9W0F0
Q08907	Q9W0F1
P38922	Q9W0F5
P36053	Q9W0G1
P40161	Q9W0G6
Q04603	Q9W0G7
P61829	Q9W0H3
P34246	Q9W0H6
P06174	Q9W0H9
P23394	Q9W0I3
Q2V2Q1	Q9W0I6
P38153	Q9W0I7
P40325	Q9W0I9
P41810	Q9W0J2
Q12235	Q9W0J9
P47008	Q9W0K0
Q12013	Q9W0K4
Q12233	Q9W0K7
P12753	Q9W0K9
Q07362	Q9W0L7
Q04734	Q9W0L9
P06785	Q9W0M1
Q08972	Q9W0M7
P20424	Q9W0N3
P12612	Q9W0N6
P10663	Q9W0N8
Q12027	Q9W0N9
P53200	Q9W0P0
P20084	Q9W0P3
P0CX13	Q9W0P4
P40546	Q9W0P5
P40079	Q9W0P8
P13365	Q9W0P9
P35197	Q9W0Q1
P43594	Q9W0Q3
P25343	Q9W0R0
Q3E736	Q9W0R3
P53050	Q9W0S7
P54885	Q9W0S8
P36038	Q9W0S9
P22936	Q9W0T1
P25610	Q9W0T7
P0CX48	Q9W0U6
P48836	Q9W0V1
P23287	Q9W0V5
P25654	Q9W0X1
P38229	Q9W0X3
Q3E6R4	Q9W0X5
Q07738	Q9W0X8
Q12098	Q9W0X9
P31116	Q9W0Y0
P25382	Q9W0Y8
P38932	Q9W0Z5
P17119	Q9W102
P39549	Q9W103
P07866	Q9W115
P53960	Q9W123
Q06089	Q9W125
P48563	Q9W137
Q03049	Q9W139
P37012	Q9W140
Q12417	Q9W141
Q12039	Q9W147
Q06247	Q9W148
P38167	Q9W157
P38907	Q9W158
P38854	Q9W164
P38126	Q9W170
P23624	Q9W179
P43534	Q9W188
Q02793	Q9W191
Q12219	Q9W194
P38234	Q9W199
Q12140	Q9W1A2
P36139	Q9W1A4
Q07732	Q9W1A9
Q12242	Q9W1B2
P47133	Q9W1B5
Q12499	Q9W1B9
Q12440	Q9W1C5
P50078	Q9W1C6
Q03306	Q9W1C9
P0C268	Q9W1D9
Q06107	Q9W1E4
P38837	Q9W1E5
P47063	Q9W1E9
Q12513	Q9W1F4
P39078	Q9W1G7
P34761	Q9W1H0
P38150	Q9W1H4
Q02784	Q9W1H5
P43577	Q9W1H7
P40023	Q9W1H8
Q06200	Q9W1H9
P38243	Q9W1I2
Q12441	Q9W1I7
P32657	Q9W1I8
Q04751	Q9W1I9
Q99177	Q9W1J5
P26364	Q9W1J7
P53718	Q9W1J9
P38989	Q9W1K0
O74302	Q9W1K1
P31374	Q9W1K2
P21595	Q9W1K3
P47177	Q9W1K4
Q06058	Q9W1K5
Q07879	Q9W1K6
P47818	Q9W1L2
Q3E842	Q9W1L7
P21623	Q9W1M3
Q08844	Q9W1M8
P48232	Q9W1M9
Q12274	Q9W1N3
Q12491	Q9W1P1
Q08683	Q9W1Q0
P25608	Q9W1Q8
Q02803	Q9W1R0
Q06668	Q9W1R3
Q08214	Q9W1R4
Q06538	Q9W1R5
Q04183	Q9W1S2
Q12222	Q9W1S5
P46999	Q9W1S6
P38280	Q9W1T0
P32907	Q9W1T1
Q03899	Q9W1T4
Q05809	Q9W1U7
Q12291	Q9W1V1
P07251	Q9W1V2
P00498	Q9W1V3
P43633	Q9W1V7
P53277	Q9W1V8
P40510	Q9W1X4
Q04781	Q9W1X7
P40034	Q9W1X9
P10869	Q9W1Y1
P17157	Q9W1Z1
P53214	Q9W1Z6
Q07825	Q9W207
Q03102	Q9W215
P47171	Q9W218
P05030	Q9W219
Q05955	Q9W220
P32502	Q9W221
P25491	Q9W227
P40991	Q9W229
Q08581	Q9W236
P0C0T4	Q9W237
P38913	Q9W238
Q08975	Q9W240
P36034	Q9W245
P41913	Q9W246
P37898	Q9W252
P01098	Q9W254
Q12284	Q9W255
P27929	Q9W256
Q12392	Q9W261
P40188	Q9W268
P14291	Q9W277
Q06698	Q9W278
P22579	Q9W279
P15365	Q9W281
Q99380	Q9W286
P38088	Q9W287
P32366	Q9W289
Q12251	Q9W299
Q06685	Q9W2A3
Q04018	Q9W2B7
Q12691	Q9W2C1
Q06681	Q9W2D6
P54785	Q9W2D9
Q07533	Q9W2E1
P12695	Q9W2E7
P46675	Q9W2F0
Q06328	Q9W2F2
Q99258	Q9W2F5
Q08580	Q9W2H0
P40464	Q9W2H2
P38625	Q9W2H9
P20459	Q9W2I4
P53071	Q9W2J2
Q03722	Q9W2J6
Q2V2P8	Q9W2J7
P31379	Q9W2K0
P0CX18	Q9W2K2
P39966	Q9W2K3
P46674	Q9W2K8
Q8TGU7	Q9W2L2
P37299	Q9W2M0
P25043	Q9W2M2
P36124	Q9W2M4
Q02785	Q9W2N0
P12709	Q9W2N4
Q12509	Q9W2N5
P32656	Q9W2N8
Q07786	Q9W2P0
Q04773	Q9W2P5
P53011	Q9W2P8
Q05958	Q9W2Q1
Q06702	Q9W2R3
P38273	Q9W2R4
P00163	Q9W2U6
P0CH09	Q9W2U7
Q12185	Q9W2V2
P32601	Q9W2V7
Q3E769	Q9W2W1
P23968	Q9W2X3
O75012	Q9W2X6
P25346	Q9W2Y4
P53891	Q9W2Z1
P40442	Q9W2Z6
P0CX80	Q9W2Z9
P43123	Q9W303
P40560	Q9W304
Q03218	Q9W308
Q08742	Q9W314
P0C074	Q9W316
P49955	Q9W326
P53881	Q9W328
Q02892	Q9W334
P09950	Q9W335
Q01662	Q9W345
Q12463	Q9W350
Q08280	Q9W351
P40535	Q9W352
P38335	Q9W358
P38282	Q9W362
P16661	Q9W368
P53174	Q9W374
P53835	Q9W378
P17106	Q9W379
P19658	Q9W381
P53733	Q9W384
P32772	Q9W385
Q04235	Q9W389
P40087	Q9W391
Q12692	Q9W392
Q99257	Q9W396
P23542	Q9W3A1
P32773	Q9W3A7
Q06135	Q9W3B2
P38772	Q9W3B8
P40204	Q9W3C1
P40355	Q9W3C2
P0C2J0	Q9W3C3
Q04930	Q9W3C6
P43623	Q9W3C7
P38342	Q9W3D1
P0C155	Q9W3D4
P32842	Q9W3D5
P53153	Q9W3E0
Q12365	Q9W3F1
P47017	Q9W3F3
P32797	Q9W3F4
Q99344	Q9W3G0
P40992	Q9W3G7
P38172	Q9W3G9
P32451	Q9W3I4
P14359	Q9W3I9
P41546	Q9W3J0
Q04632	Q9W3J2
Q06504	Q9W3J4
P53905	Q9W3J9
P46957	Q9W3K6
P53046	Q9W3K9
Q06409	Q9W3L4
Q12524	Q9W3M3
Q12517	Q9W3M8
Q92316	Q9W3N0
P10080	Q9W3N1
P40165	Q9W3N2
P10614	Q9W3N6
P0CY08	Q9W3N7
Q04779	Q9W3N8
P50104	Q9W3Q0
Q06673	Q9W3Q2
P53094	Q9W3Q4
P54790	Q9W3R3
P47164	Q9W3R6
P32854	Q9W3R7
Q08957	Q9W3S3
P41832	Q9W3S4
P53037	Q9W3T3
P38815	Q9W3U0
Q12051	Q9W3U1
Q12406	Q9W3U7
P40585	Q9W3U9
P53925	Q9W3V2
P41909	Q9W3V7
Q02950	Q9W3V9
P40358	Q9W3W1
P37267	Q9W3W6
P40537	Q9W3W8
Q03508	Q9W3X0
Q99222	Q9W3X8
P39012	Q9W3X9
O13535	Q9W3Y3
Q06201	Q9W3Y5
P14922	Q9W3Y7
P47037	Q9W3Z4
P0CX27	Q9W401
P19263	Q9W403
P32660	Q9W410
Q08485	Q9W411
P32857	Q9W418
P12868	Q9W420
P35210	Q9W423
Q03390	Q9W424
P40479	Q9W437
P30777	Q9W440
Q3E825	Q9W445
P28005	Q9W448
P43579	Q9W461
P14242	Q9W462
Q12046	Q9W465
Q04545	Q9W470
Q02732	Q9W481
P38299	Q9W482
P36118	Q9W483
P27654	Q9W484
Q05568	Q9W485
P39744	Q9W499
P42839	Q9W4A0
P0CY04	Q9W4B1
P32349	Q9W4B3
P53863	Q9W4B6
Q05812	Q9W4C1
P25641	Q9W4D1
Q12465	Q9W4D4
P48559	Q9W4E0
P53090	Q9W4E4
P27614	Q9W4E8
P53344	Q9W4F5
P35817	Q9W4F9
Q08955	Q9W4H1
P38759	Q9W4H8
P21672	Q9W4H9
P32588	Q9W4I4
P40468	Q9W4J1
P25337	Q9W4J8
P39721	Q9W4K0
P53238	Q9W4L6
P52911	Q9W4L8
P38995	Q9W4M0
P54999	Q9W4M8
P38888	Q9W4M9
Q02554	Q9W4N8
P37020	Q9W4N9
Q12450	Q9W4P5
Q08225	Q9W4P6
P35719	Q9W4Q1
Q02100	Q9W4Q7
Q99369	Q9W4R1
Q04952	Q9W4R3
Q12347	Q9W4S1
Q03942	Q9W4S2
P40059	Q9W4S5
P32485	Q9W4S7
P38082	Q9W4U2
Q04602	Q9W4U8
P0CX99	Q9W4V3
P53322	Q9W4V8
P81449	Q9W4V9
P16120	Q9W4W6
P32860	Q9W4X2
P40030	Q9W4X7
P48567	Q9W4X9
Q99321	Q9W4Y6
P39986	Q9W4Y8
Q3E760	Q9W4Z2
P13130	Q9W4Z9
P35181	Q9W502
Q3E7A5	Q9W508
Q06696	Q9W510
Q04477	Q9W512
P39081	Q9W513
Q12531	Q9W525
Q12308	Q9W528
Q12346	Q9W532
P47053	Q9W541
P53222	Q9W549
P53757	Q9W550
P48238	Q9W552
P14904	Q9W568
P32776	Q9W569
P12866	Q9W579
P10356	Q9W589
Q92317	Q9W590
Q03897	Q9W592
P38771	Q9W596
Q06836	Q9W5A2
P36005	Q9W5A9
P32839	Q9W5B1
P10862	Q9W5B3
P34240	Q9W5B6
Q05937	Q9W5C2
P47175	Q9W5C8
Q06010	Q9W5C9
P40522	Q9W5D0
P40344	Q9W5E0
P23797	Q9W5E1
Q12226	Q9W5E2
Q05549	Q9W5G0
P12684	Q9W5G1
P32527	Q9W5N2
Q05863	Q9W5P1
Q3E7Z7	Q9W5Q2
P25632	Q9W5R5
P39517	Q9W5R8
Q08215	Q9W5W6
Q04053	Q9W5W7
P43592	Q9W5W8
P38745	Q9W5W9
Q06346	Q9W5X0
P32344	Q9W5X5
P42837	Q9W5X9
P38360	Q9W5Y0
P46955	Q9XTK9
P15731	Q9XTL2
P32048	Q9XTL9
P38811	Q9XTM1
P25642	Q9XTN2
P16140	Q9XTN4
P32899	Q9XY35
P46655	Q9XYA7
P40994	Q9XYF4
P38080	Q9XYM0
P53165	Q9XYN7
Q03780	Q9XYP7
P38869	Q9XYP8
Q99299	Q9XYQ2
Q05787	Q9XYR0
P32767	Q9XYU0
P40559	Q9XYU1
P16649	Q9XYW6
Q08157	Q9XYY9
P53083	Q9XYZ5
P08536	Q9XYZ6
P36040	Q9XZ03
P40202	Q9XZ06
Q06551	Q9XZ11
P32830	Q9XZ15
Q03327	Q9XZ19
P00045	Q9XZ21
P25573	Q9XZ29
P32582	Q9XZ31
P40491	Q9XZ32
P53145	Q9XZ56
P36041	Q9XZ57
P38862	Q9XZ58
P40494	Q9XZ68
P38289	Q9XZF0
P53397	Q9XZH6
P47019	Q9XZJ4
Q12439	Q9XZL8
P25719	Q9XZS4
P53859	Q9XZT1
P53753	Q9XZT6
P46985	Q9XZT7
Q02725	Q9XZU0
P35725	Q9XZU1
Q03063	Q9XZU7
P40961	Q9Y091
P0CX71	Q9Y0A7
P40892	Q9Y0E4
P40364	Q9Y0H4
P36027	Q9Y0I1
Q01846	Q9Y0S9
P36001	Q9Y0Y2
P32630	Q9Y0Y5
P38352	Q9Y0Y7
P07806	Q9Y0Z9
P40160	Q9Y103
P43587	Q9Y105
P32875	Q9Y106
P53740	Q9Y117
P39722	Q9Y119
P30402	Q9Y122
P40012	Q9Y125
Q05854	Q9Y128
Q3E810	Q9Y133
Q12205	Q9Y137
Q03104	Q9Y140
P47163	Q9Y145
P37838	Q9Y149
P47035	Q9Y154
P13099	Q9Y156
Q12035	Q9Y162
Q08949	Q9Y163
P53054	Q9Y164
P40474	Q9Y165
P00401	Q9Y1A3
Q12338	Q9Y1A7
P25298	Q9Y1B2
P04807	R9PY21
P46970	R9PY26
Q08873	X2J5E8
P33297	X2J8L7
P40896	X2J957
P39525	X2JAA8
P38630	X2JAU8
P32562	X2JCJ0
Q12121	X2JCR2
P38205	X2JDY8
Q04867	X2JFR6
P18238	X2JFW7
Q08743	X2JIJ6
P53882	X2JL88
