Q8BR07	A0A087WUL8
Q8BSS2	Q6NUJ2
P68033	Q6NUK1
Q9Z123	Q6NUM9
Q9DBK7	Q6NUN0
P97372	Q6NUN9
Q8CA95	Q6NUQ1
Q8CEE7	Q6NUQ4
Q8R2V5	Q6NVH7
B9EKF7	Q6NVU6
Q6VNB8	Q6NVV3
Q9DAJ4	Q6NVV7
Q9CQW0	Q6NVY1
O08919	Q6NW34
Q9JJY3	Q6NX45
E9Q286	Q6NXE6
Q80Y72	Q6NXG1
Q3UAB1	Q6NXR4
Q9Z1T1	Q6NXT2
Q9ERV1	Q6NXT4
P61759	Q6NYC1
Q9WUQ2	Q6NYC8
E9PY46	Q6NZ36
Q91XL3	Q6NZ67
P13020	Q6NZI2
P31362	Q6NZY4
E9PZM4	Q6P087
Q80VE5	Q6P0N0
Q923L7	Q6P0Q8
Q61543	Q6P158
Q9JJG5	Q6P161
Q3TCN2	Q6P1A2
Q80TV8	Q6P1J9
Q9CWU2	Q6P1K2
Q99PQ1	Q6P1K8
Q9D4J1	Q6P1L5
O70228	Q6P1L8
Q7TN75	Q6P1M0
Q6P5D4	Q6P1M3
Q7TPW1	Q6P1N0
Q920M7	Q6P1N9
Q8BH52	Q6P1Q0
Q80WJ7	Q6P1W5
Q08331	Q6P1X5
O54829	Q6P2C8
Q8K4T1	Q6P2D0
Q08189	Q6P2E9
Q9QZ82	Q6P2H3
P61255	Q6P2Q9
Q9JJA9	Q6P3S6
Q922P9	Q6P3W7
P45878	Q6P3X3
Q6NZF1	Q6P4A7
O35174	Q6P4A8
Q3ULB0	Q6P4E1
O09130	Q6P4F2
Q5QHR8	Q6P4F7
Q02614	Q6P4Q7
Q9Z0R6	Q6P4R8
O88207	Q6P587
Q99KX1	Q6P597
Q9R002	Q6P5R6
P13297	Q6P5W5
A0A1W2P6K1	Q6P5X5
P37804	Q6P5Z2
Q9QZE2	Q6P6C2
Q62440	Q6P996
Q9Z0Z4	Q6P9A2
Q62203	Q6P9B9
O89033	Q6P9G4
Q6A026	Q6P9H4
Q3UGR5	Q6PCB5
Q9JK37	Q6PCB8
Q8VCM8	Q6PCD5
Q9QY42	Q6PCT2
Q99LB2	Q6PD62
D3Z7B5	Q6PEW1
Q8BJ56	Q6PEX3
Q8BRM2	Q6PEY0
P84102	Q6PEY2
P51661	Q6PF06
A7UAK8	Q6PF18
Q61817	Q6PFW1
F7B5B5	Q6PGP7
Q920A7	Q6PGQ7
Q03147	Q6PH81
Q6ZPR4	Q6PHR2
Q99PU8	Q6PI48
Q9CVD2	Q6PI77
Q8BWR2	Q6PI78
Q64131	Q6PID6
Q8CBA2	Q6PID8
Q8C561	Q6PIJ6
Q99KE3	Q6PIU2
Q149F5	Q6PIV2
Q99L02	Q6PIW4
Q8VHK5	Q6PJ21
Q9CXX9	Q6PJ69
P38532	Q6PJF5
Q8BP78	Q6PJG2
Q8BK26	Q6PJG6
Q5I012	Q6PJG9
O88866	Q6PJI9
Q8CBC4	Q6PJQ5
Q810U4	Q6PJT7
Q9CR16	Q6PK04
P97478	Q6PKC3
Q91Z67	Q6PKG0
Q9WTR5	Q6PL18
Q9EQ28	Q6PL24
A2A8L5	Q6PL45
Q3UN04	Q6PML9
Q80ZD8	Q6Q0C0
Q91WA3	Q6QEF8
Q5U5Q9	Q6QNY1
O88704	Q6R327
Q9DCN2	Q6RFH5
Q9QY96	Q6RFH8
Q9CZS3	Q6RI45
Q8BM14	Q6RVD6
P06537	Q6RW13
P70217	Q6S8J3
P59913	Q6SPF0
Q05769	Q6STE5
Q2MV57	Q6SZW1
P61089	Q6T4P5
Q6P3A8	Q6TFL4
Q8BSS9	Q6UB35
P17897	Q6UB99
Q8R5C5	Q6UN15
Q9JLK7	Q6UUV7
Q8R2Q8	Q6UVJ0
Q64143	Q6UVK1
Q00356	Q6UVM3
D3Z0R2	Q6UVY6
Q8CCJ9	Q6UW63
P01899	Q6UW68
G3XA30	Q6UWB1
P12660	Q6UWE0
Q0P5X5	Q6UWJ1
O88855	Q6UWL2
Q60592	Q6UWN0
Q8C8U0	Q6UWP7
Q9WTP9	Q6UWP8
O70309	Q6UWQ5
E9Q3S4	Q6UWR7
Q9CRD0	Q6UWY0
Q8CHY7	Q6UX01
Q6ZPY7	Q6UX04
Q9JMI0	Q6UX06
Q9DB30	Q6UX27
Q811G0	Q6UX40
Q3U564	Q6UX41
Q6WKZ8	Q6UX71
Q924S7	Q6UXB1
Q9D2U9	Q6UXB2
Q8BGN8	Q6UXB4
P22725	Q6UXD5
Q3UTQ7	Q6UXE8
P97767	Q6UXG8
Q8CFH6	Q6UXH1
Q920R6	Q6UXL0
Q6NSQ7	Q6UXM1
Q8BXZ1	Q6UXN9
Q3U4G3	Q6UXV4
Q8BL66	Q6UY01
Q71KT5	Q6UY11
P33434	Q6UY14
Q91X91	Q6V0I7
P84075	Q6V1X1
Q8R4T1	Q6VMQ6
Q99M74	Q6VN20
Q9D892	Q6VY07
Q9JLN6	Q6W2J9
Q6P3A4	Q6W5P4
Q9WTL8	Q6WCQ1
Q9D6K8	Q6WKZ4
P42209	Q6WN34
Q5F289	Q6X4W1
Q6R2P8	Q6XE24
Q9WUL7	Q6XPS3
Q9EQD0	Q6XQN6
Q8BNY6	Q6XUX3
Q9QYI5	Q6XZF7
Q61624	Q6Y1H2
P30051	Q6Y7W6
Q9CZN8	Q6YHK3
Q3UPF5	Q6YHU6
P26883	Q6YN16
O08644	Q6YP21
Q9Z2G6	Q6ZMB5
Q6NXK7	Q6ZMG9
Q8R422	Q6ZMH5
Q7TSI3	Q6ZMI0
Q8BVU0	Q6ZMP0
Q99KJ5	Q6ZMQ8
Q3TMP1	Q6ZMR3
O35074	Q6ZMU5
D3Z6P0	Q6ZMW2
P10751	Q6ZMY9
Q69ZI1	Q6ZMZ0
Q03958	Q6ZN17
O70458	Q6ZN18
Q8BH53	Q6ZN54
O88413	Q6ZN55
O88398	Q6ZNA4
Q6P9L6	Q6ZNB6
Q8R1T1	Q6ZNE5
O35253	Q6ZNG0
Q9D2R6	Q6ZNH5
Q8BHJ9	Q6ZNL6
Q02853	Q6ZPD8
Q80YW0	Q6ZQN5
Q8R4I4	Q6ZR37
Q9WUK6	Q6ZRI6
P48193	Q6ZRI8
Q8QZV7	Q6ZRP7
Q8CCG4	Q6ZRQ5
Q9JK48	Q6ZRS2
Q9EQF6	Q6ZRV2
Q99JT1	Q6ZRY4
Q9JLF7	Q6ZSA7
Q9CR30	Q6ZSG2
Q9EQG5	Q6ZSJ9
Q80X86	Q6ZSS7
P10820	Q6ZT07
Q91VL8	Q6ZT12
P27577	Q6ZT21
Q3U4B4	Q6ZT89
Q80V62	Q6ZTA4
Q05915	Q6ZTN6
Q8BLR9	Q6ZU52
D3YXS5	Q6ZU65
Q02105	Q6ZUT1
Q9Z2G9	Q6ZVE7
P26048	Q6ZVK8
Q9D4G9	Q6ZVM7
Q99JZ0	Q6ZVX7
P62077	Q6ZW31
O54749	Q6ZW49
Q02496	Q6ZW76
Q07409	Q6ZWI9
Q8CFV9	Q6ZWJ1
P41969	Q6ZXV5
Q8R4R6	Q701N4
P97873	Q709C8
Q9QY01	Q709F0
Q6PCP5	Q70CQ1
Q9EST8	Q70CQ2
Q8BXG3	Q70CQ3
Q8K1L5	Q70EK8
Q6PAR5	Q70EK9
P97310	Q70EL1
Q8BVN9	Q70EL4
Q8C015	Q70IA6
Q99KJ8	Q70IA8
Q9D902	Q70UQ0
Q8C3S2	Q70Z53
Q80XU3	Q712K3
A2AGT5	Q71DI3
Q8BGQ1	Q71F23
Q8BTQ0	Q71F56
Q923D4	Q71RC2
Q8BJ63	Q71RC9
Q9CZH7	Q71RG4
Q9QZS0	Q71SY5
Q924Z4	Q71U36
Q80X95	Q71UI9
Q93092	Q71UM5
Q8K3B1	Q75N03
Q501P1	Q75QN2
Q9Z130	Q75WM6
Q6P1E1	Q765P7
E9Q4N7	Q76FK4
Q5DU09	Q76L83
A2AJ76	Q7KYR7
Q9Z2Y8	Q7KZ85
Q60739	Q7KZF4
Q8C8R3	Q7KZI7
Q6ZWZ2	Q7KZN9
Q9CWJ9	Q7L014
Q3UDK1	Q7L099
Q3U0V2	Q7L0J3
P05132	Q7L0Q8
Q8QZT1	Q7L0Y3
Q8BXR5	Q7L190
Q9EQ80	Q7L1Q6
Q9ESN5	Q7L273
Q8K4Z5	Q7L2E3
Q9JM52	Q7L2H7
O88569	Q7L2J0
Q9DBJ3	Q7L2Z9
Q9CQH7	Q7L3S4
Q9Z0N2	Q7L3T8
P01844	Q7L4I2
O55236	Q7L4P6
Q8BXN9	Q7L523
P46735	Q7L576
Q8BGZ4	Q7L590
P98200	Q7L591
Q9CPU9	Q7L592
Q9Z0V7	Q7L5A3
Q6P3B9	Q7L5A8
Q9CR81	Q7L5D6
Q9QYT7	Q7L5L3
P42669	Q7L5N1
P27808	Q7L5N7
Q9DCN1	Q7L5Y6
Q9JL60	Q7L5Y9
P63024	Q7L775
Q8BXJ2	Q7L7L0
P51163	Q7L7V1
Q80UL9	Q7L7X3
Q8K3W3	Q7L804
P04117	Q7L8L6
Q9D6T1	Q7L9L4
Q99ML9	Q7LBC6
Q8BHE0	Q7LBR1
Q8BPY9	Q7LG56
Q8BRH4	Q7LGA3
Q99PM9	Q7RTP6
D3YVF0	Q7RTS1
Q9WUV0	Q7RTS7
Q9Z1W8	Q7RTS9
Q8BHC1	Q7RTU3
P05201	Q7RTV0
Q924N4	Q7RTY0
P97315	Q7Z2E3
P29621	Q7Z2K6
Q3U3E2	Q7Z2K8
Q8K1M4	Q7Z2T5
Q99LX0	Q7Z2W4
Q9CQI6	Q7Z2W9
P56960	Q7Z2Z2
Q9Z2H2	Q7Z309
F8VPU2	Q7Z333
Q71B07	Q7Z388
Q8JZL0	Q7Z392
Q91Z49	Q7Z398
Q8K1N4	Q7Z3B3
Q99JB8	Q7Z3B4
Q5SYD0	Q7Z3C6
P35922	Q7Z3E1
Q9D379	Q7Z3I7
Q6P5F7	Q7Z3J2
Q9CU62	Q7Z3K3
P53762	Q7Z3S9
Q9DBC7	Q7Z3U7
A0A087WR51	Q7Z3V4
P97875	Q7Z3Y8
Q8R1P4	Q7Z3Y9
Q9CXG3	Q7Z401
P59862	Q7Z404
Q61301	Q7Z406
P35546	Q7Z417
Q6NSW3	Q7Z434
Q64462	Q7Z460
Q9CWM4	Q7Z478
Q6VH22	Q7Z4F1
Q8K2V6	Q7Z4G1
Q68ED7	Q7Z4H7
Q6P6L0	Q7Z4H8
P15037	Q7Z4N8
Q9WTK5	Q7Z4Q2
O35451	Q7Z4S6
O89084	Q7Z4V0
P47708	Q7Z4V5
Q9EQW8	Q7Z4W1
Q3TPE9	Q7Z4W2
Q3TAQ9	Q7Z569
Q9CPU0	Q7Z589
E9PVB5	Q7Z5A8
Q78IS1	Q7Z5B4
Q5SSK3	Q7Z5G4
Q03160	Q7Z5H3
Q80WS3	Q7Z5J4
Q76LW6	Q7Z5K2
Q9QUP5	Q7Z5L9
Q2EMV9	Q7Z5P4
Q3TIX9	Q7Z5V6
Q52KP5	Q7Z695
Q6S5J6	Q7Z698
Q3UES3	Q7Z699
Q9ER74	Q7Z6E9
Q8R1K1	Q7Z6G3
P09225	Q7Z6I8
Q9JLF6	Q7Z6J0
P63032	Q7Z6J6
Q9Z2A7	Q7Z6J8
P63046	Q7Z6M3
Q8BGZ7	Q7Z6R9
Q8BG07	Q7Z6Z6
Q9D0M3	Q7Z6Z7
Q8R033	Q7Z736
Q9DBD5	Q7Z739
Q6PGG6	Q7Z794
Q91VK4	Q7Z7A3
Q925F2	Q7Z7A4
Q5SWZ9	Q7Z7C8
Q80U40	Q7Z7E8
Q0VEE6	Q7Z7F0
Q9CXV1	Q7Z7F7
Q8BJW7	Q7Z7G2
Q8R0K4	Q7Z7G8
Q9D7X3	Q7Z7H5
P17665	Q7Z7H8
Q3UHC1	Q7Z7J5
Q9Z0P7	Q7Z7K2
P12025	Q7Z7K6
Q63ZW7	Q7Z7L1
Q5DTZ0	Q7Z7L7
Q60662	Q7Z7M0
Q9Z2F7	Q7Z7N9
Q64434	Q86SE5
Q8K1E6	Q86SE9
P09633	Q86SF2
O70372	Q86SG5
Q8BV49	Q86SG6
O35385	Q86SG7
P28047	Q86SJ6
Q9WU78	Q86SQ0
Q9WTY1	Q86SQ4
P56402	Q86SR1
S4R2K0	Q86SX3
O35902	Q86SX6
Q9R1K7	Q86SZ2
Q3UB74	Q86T03
Q9Z2C9	Q86T13
Q3TZZ7	Q86T24
P46414	Q86T26
P18826	Q86T90
Q9CQX2	Q86TB9
O55134	Q86TG1
Q68FE8	Q86TG7
P97321	Q86TI0
Q91XE4	Q86TI2
Q9CQA5	Q86TJ2
E9PZQ0	Q86TM6
P51855	Q86TS9
Q9D0T1	Q86TW2
Q9D3A9	Q86TX2
Q99LG2	Q86U06
Q9WVL2	Q86U28
Q6P3E7	Q86U38
O70161	Q86U42
Q9DCI9	Q86U44
Q9ERI2	Q86U70
Q80U19	Q86U86
Q8BL99	Q86UA1
Q5I043	Q86UD0
P70458	Q86UD1
O08811	Q86UD3
Q91Y63	Q86UD4
O35134	Q86UE4
Q8BWQ1	Q86UE6
Q7JCY6	Q86UE8
Q5NC83	Q86UF1
Q9Z2U1	Q86UK7
Q9DCT8	Q86UL3
P27641	Q86UP2
P0C7L0	Q86UP9
B2RQC2	Q86UR1
P41149	Q86UT6
Q2KN98	Q86UV5
Q3TTA7	Q86UW9
Q60963	Q86UX6
Q8BVL3	Q86UX7
Q99KW2	Q86UY5
Q5SUS0	Q86UY6
Q8BV16	Q86UY8
Q9CPT5	Q86V24
Q9CU27	Q86V42
P83870	Q86V48
Q6PEV3	Q86V59
Q9CSN1	Q86V81
Q9QXJ1	Q86V86
Q91W86	Q86V97
P59384	Q86VE0
Q9CZW6	Q86VF2
O70152	Q86VI3
P48298	Q86VI4
Q8BJM7	Q86VK4
P62264	Q86VM9
Q9R118	Q86VN1
Q3UQ44	Q86VP1
P62242	Q86VP6
P00186	Q86VQ0
Q01097	Q86VR2
Q9DBA9	Q86VS8
P63213	Q86VU5
Q3URQ7	Q86VW0
Q91YJ3	Q86VW1
Q9R194	Q86VY4
Q3TYD6	Q86VY9
Q60803	Q86VZ1
Q6ZPL9	Q86VZ2
Q9CQP1	Q86VZ4
Q8VC19	Q86VZ6
Q8R1F1	Q86W33
Q8CE50	Q86W42
P09024	Q86W54
Q9JIY0	Q86W74
B2RQG2	Q86W92
Q9D8T4	Q86WA6
Q8CDM1	Q86WA8
A2ALU4	Q86WB0
Q63ZV0	Q86WC4
Q8VE92	Q86WH2
Q69ZK6	Q86WJ1
P19639	Q86WK6
A2AWP0	Q86WP2
P24452	Q86WR7
O54908	Q86WT6
Q9DCA2	Q86WU2
Q61312	Q86WV1
Q3U284	Q86WV6
Q8VDV8	Q86WX3
Q8K448	Q86X02
Q9R0N4	Q86X10
Q80WC9	Q86X27
A0A286YD08	Q86X29
Q9Z0L0	Q86X52
Q8BFQ4	Q86X55
Q03517	Q86X76
E9PYL2	Q86X83
Q6DID7	Q86X95
Q3V460	Q86XD5
E9Q555	Q86XF0
Q99JR5	Q86XI2
P62748	Q86XK2
P15920	Q86XK3
Q80YR4	Q86XK7
Q924H2	Q86XL3
Q8K0L9	Q86XP3
O35615	Q86XR8
Q00623	Q86XS8
Q8K419	Q86XT4
Q60636	Q86XX4
Q7TQK1	Q86XZ4
Q99JY8	Q86Y07
Q9WUT3	Q86Y13
P47713	Q86Y26
P40749	Q86Y30
A2AKB4	Q86Y33
E9PUQ8	Q86Y39
Q04899	Q86Y46
Q9CQW2	Q86Y56
Q6NXN1	Q86Y78
Q8VHX6	Q86Y82
Q3V125	Q86Y91
A2A716	Q86Y97
Q4ZJM9	Q86YB8
Q8C0T9	Q86YC2
Q62101	Q86YD1
Q3UH93	Q86YD3
Q9CW03	Q86YD7
Q9DBL7	Q86YM7
Q9WVK4	Q86YP4
Q8VC69	Q86YQ8
Q8K1L0	Q86YR5
Q9ERV7	Q86YR7
Q8CEC5	Q86YS6
Q8CE90	Q86YS7
Q6ZQ06	Q86YT6
P97493	Q86YV6
P97459	Q86YW9
P61750	Q86YZ3
Q2TBE6	Q86Z20
Q8BLH7	Q86Z23
Q8K070	Q8HWS3
Q9ESC8	Q8IU57
Q50H33	Q8IU60
G5E8Q8	Q8IU81
Q8K0X8	Q8IU85
Q920E3	Q8IU89
Q8BJ34	Q8IUB9
Q9EQY0	Q8IUC0
Q61292	Q8IUC1
Q80ZV0	Q8IUC2
Q9CZX7	Q8IUC3
P62274	Q8IUD2
P57759	Q8IUE1
P57784	Q8IUE6
Q6NY15	Q8IUF1
Q8VI75	Q8IUF8
Q8C4U3	Q8IUG1
P56387	Q8IUH3
P97927	Q8IUH4
Q99JX3	Q8IUH5
Q8K3G5	Q8IUI8
Q8JZW4	Q8IUL8
A2AJT4	Q8IUN9
Q8BH60	Q8IUQ4
Q61820	Q8IUR0
Q5XJE5	Q8IUR7
F6XVL5	Q8IUW5
Q4VAC9	Q8IUX1
F8VPZ9	Q8IUX4
Q8C052	Q8IV08
P0C6F1	Q8IV13
Q8R0I0	Q8IV16
Q8VIG3	Q8IV20
Q6AZB0	Q8IV31
E9Q8Q6	Q8IV32
Q6PHS9	Q8IV38
Q3U4H5	Q8IV63
B7ZN57	Q8IV77
Q9WVA2	Q8IVD9
Q8BKI2	Q8IVF2
Q8C190	Q8IVH2
Q9JI46	Q8IVH8
Q8BSN5	Q8IVJ1
Q91VF6	Q8IVL6
Q80Y14	Q8IVM0
Q8BHS6	Q8IVM8
Q02956	Q8IVS2
Q8CDM8	Q8IVS8
P10417	Q8IVT2
Q9QYE9	Q8IVT4
E0CZ16	Q8IVT5
Q80SY4	Q8IVV7
Q9CRB2	Q8IVW4
Q60714	Q8IVW6
Q60698	Q8IVY1
Q3TC93	Q8IW19
Q61210	Q8IW35
Q3V0Q1	Q8IW40
Q8R379	Q8IW41
Q9JIY2	Q8IW45
B9EHT4	Q8IW50
Q4ZGD8	Q8IW75
Q9EPK6	Q8IW92
Q4VAE3	Q8IW93
Q8BHD7	Q8IWA0
Q31125	Q8IWB1
Q9JJV0	Q8IWB7
E9PY16	Q8IWC1
Q60854	Q8IWF2
P98192	Q8IWF6
Q9D819	Q8IWI9
Q80TB8	Q8IWJ2
Q8C4V4	Q8IWL1
Q60631	Q8IWL3
Q6DFX2	Q8IWR1
Q9Z1B3	Q8IWS0
Q99PJ2	Q8IWT3
Q9Z2Z6	Q8IWT6
A2AFR3	Q8IWU2
Q8BYW1	Q8IWU4
P48758	Q8IWU5
Q80X71	Q8IWU6
P08730	Q8IWV7
Q8CEE6	Q8IWV8
Q7TT18	Q8IWW6
Q8BQC8	Q8IWX8
O35343	Q8IWZ3
Q8CG19	Q8IWZ5
Q8R5A0	Q8IWZ6
Q8K4E0	Q8IWZ8
Q924C1	Q8IX01
Q8VHE0	Q8IX03
Q9DBG1	Q8IX12
Q7TQK5	Q8IX15
Q9QY24	Q8IX18
E9Q6R7	Q8IX90
P18760	Q8IXB1
P97477	Q8IXB3
Q99LN9	Q8IXH7
P19426	Q8IXI1
A2NV19	Q8IXI2
Q9R0N3	Q8IXJ6
Q9Z0N1	Q8IXJ9
Q9JI44	Q8IXK0
Q9ER63	Q8IXK2
Q9CQ71	Q8IXL6
Q924X2	Q8IXL7
P70349	Q8IXM2
P62073	Q8IXM3
Q6R5P0	Q8IXM6
A0A1D5RLD8	Q8IXQ5
Q80TL7	Q8IXT5
Q75N73	Q8IXU6
P54761	Q8IXW5
Q8BHL8	Q8IXZ2
Q07235	Q8IY17
Q9EP53	Q8IY18
Q9DB50	Q8IY21
Q6B8I0	Q8IY26
O88895	Q8IY31
Q62384	Q8IY33
Q99KH8	Q8IY34
Q9DCE5	Q8IY37
Q8R180	Q8IY57
Q9CR60	Q8IY63
P11352	Q8IY67
Q62504	Q8IY81
Q99NB8	Q8IY92
O08688	Q8IY95
Q9WV74	Q8IYA8
Q8K1I7	Q8IYB1
P01942	Q8IYB3
P20615	Q8IYB5
Q3SXD3	Q8IYB8
P28650	Q8IYD1
Q62036	Q8IYD8
Q9CX30	Q8IYE0
Q8K203	Q8IYE1
Q9QZK7	Q8IYF1
Q80XE1	Q8IYF3
Q9Z248	Q8IYH5
O09053	Q8IYI6
Q8CFC2	Q8IYI8
A2AKY4	Q8IYK4
Q14BI7	Q8IYL2
Q9DCQ7	Q8IYL3
Q61085	Q8IYP9
Q91W92	Q8IYQ7
Q8BLN5	Q8IYR0
Q9D110	Q8IYR6
Q9DB00	Q8IYS1
Q9Z0Z7	Q8IYS2
Q9WVD4	Q8IYU8
Q9DBG9	Q8IYW5
Q9CY18	Q8IYX1
P70280	Q8IYX3
Q91V16	Q8IYX7
Q9D6S7	Q8IYX8
Q9JK88	Q8IZ07
O35316	Q8IZ21
Q1EG27	Q8IZ26
Q6V595	Q8IZ52
Q9ESV0	Q8IZ57
P97367	Q8IZ69
A0A286YD28	Q8IZ83
Q64735	Q8IZA0
Q6NZB1	Q8IZA3
P22315	Q8IZC7
Q80V81	Q8IZD2
Q80X80	Q8IZD4
Q9D0B6	Q8IZD9
Q7TSA3	Q8IZE3
P41183	Q8IZF4
Q9EPJ9	Q8IZH2
Q5ND29	Q8IZK6
Q9JJT0	Q8IZL8
Q923X1	Q8IZL9
Q8BLG0	Q8IZP0
Q8R0W0	Q8IZQ1
Q8R059	Q8IZQ5
A0A6I8MWZ4	Q8IZR5
Q922H2	Q8IZT6
P56477	Q8IZT9
A2AIE7	Q8IZU0
Q8BWR4	Q8IZU1
B2RPV6	Q8IZV2
Q6IMH7	Q8IZW8
Q9DCB1	Q8N0S2
Q9JKY0	Q8N0U8
Q8BPB5	Q8N0V3
E9PVD1	Q8N0W3
P70245	Q8N0X7
P61211	Q8N0Y2
Q99N20	Q8N0Y7
Q8R2Y9	Q8N0Z2
Q8BJ37	Q8N0Z3
Q6ZQM8	Q8N0Z6
Q9CR39	Q8N0Z8
O88668	Q8N108
Q8CDL9	Q8N112
P46737	Q8N122
Q8CI59	Q8N128
Q99M01	Q8N137
Q9D114	Q8N138
D3Z7X0	Q8N143
Q91Z98	Q8N144
Q8BTM8	Q8N163
Q60767	Q8N183
P60840	Q8N1A0
Q6WVG3	Q8N1B4
Q99J87	Q8N1E6
Q91W90	Q8N1F7
Q9DC53	Q8N1F8
Q91XA8	Q8N1G0
P58501	Q8N1G2
Q61189	Q8N1G4
Q640N2	Q8N1I0
A2AUY4	Q8N1L9
Q9CZW4	Q8N1N4
Q6P1H6	Q8N1S5
P79621	Q8N201
P02463	Q8N205
P53808	Q8N239
P97298	Q8N257
Q9QY53	Q8N264
Q8R2R9	Q8N268
Q61687	Q8N2A8
P97499	Q8N2E2
Q9CXU1	Q8N2G4
P70660	Q8N2G8
Q5SV66	Q8N2H4
O54791	Q8N2I9
Q91WE6	Q8N2K0
Q8CCJ3	Q8N2K1
Q9D2G9	Q8N2M4
P15379	Q8N2M8
Q5SXA9	Q8N2N9
Q8BG73	Q8N2R8
P29387	Q8N2S1
P49443	Q8N2W9
Q922G7	Q8N2Z9
Q9JLB2	Q8N302
P15261	Q8N335
Q3U1V8	Q8N344
Q9QYE6	Q8N350
Q14B70	Q8N357
P25425	Q8N386
Q6T264	Q8N392
Q921I1	Q8N3C0
Q9R0X5	Q8N3C7
Q91WC1	Q8N3D4
P70296	Q8N3E9
Q62230	Q8N3F0
B9EJ54	Q8N3F8
Q9ESE1	Q8N3G9
Q99PI4	Q8N3H0
Q8BMQ2	Q8N3J5
Q8BKN5	Q8N3L3
Q920M5	Q8N3P4
Q03137	Q8N3R9
Q8C878	Q8N3U4
Q5XPI3	Q8N3V7
Q9D1A0	Q8N3X1
Q80WQ8	Q8N3Y1
Q9CXF4	Q8N3Y3
Q8BMC1	Q8N3Y7
P57724	Q8N3Z6
Q8VE01	Q8N441
P17208	Q8N442
Q9CZJ2	Q8N443
Q9D3R9	Q8N448
Q08874	Q8N465
Q9D8U8	Q8N468
O54692	Q8N488
Q80T74	Q8N490
Q80X66	Q8N4B1
Q3V3W4	Q8N4C6
O54998	Q8N4C8
O08601	Q8N4H5
Q9WU84	Q8N4J0
P15409	Q8N4L2
Q8BND4	Q8N4L8
Q6ZQK5	Q8N4N3
Q9D8Z2	Q8N4N8
Q06649	Q8N4P2
B9EJ80	Q8N4P3
P97443	Q8N4Q1
Q8K371	Q8N4T4
Q8C761	Q8N4T8
Q8BJU0	Q8N4V1
G3X9P9	Q8N511
O35226	Q8N531
Q14BQ3	Q8N543
P20826	Q8N556
Q3TTC2	Q8N567
Q64127	Q8N5A5
Q9D8M7	Q8N5C6
O35207	Q8N5C8
Q9Z329	Q8N5D0
P59016	Q8N5F7
Q8K007	Q8N5G2
Q61194	Q8N5H7
Q9DC61	Q8N5I2
Q9CQ20	Q8N5J2
Q3URK3	Q8N5K1
Q3UHX2	Q8N5L8
Q91XD6	Q8N5M1
Q9EPL2	Q8N5M4
Q9JKS4	Q8N5M9
Q8BJW6	Q8N5N7
Q9CQK7	Q8N5P1
Q9QWL7	Q8N5R6
Q9CQC8	Q8N5S1
B1ART1	Q8N5S9
Q62147	Q8N5U1
Q99JR6	Q8N5U6
Q922Y0	Q8N5V2
Q61285	Q8N5W8
P14483	Q8N5Y8
Q8K2I3	Q8N5Z5
Q61500	Q8N609
Q07916	Q8N653
Q5XKE0	Q8N661
O08756	Q8N668
P08249	Q8N680
O70589	Q8N684
P59024	Q8N697
P21237	Q8N6F1
Q99LJ0	Q8N6F8
Q9QZB1	Q8N6G5
Q9D0M0	Q8N6H7
Q9JID9	Q8N6K0
A2AHL1	Q8N6L0
P07903	Q8N6L1
Q8K3H5	Q8N6M0
A3KGF7	Q8N6M3
Q62511	Q8N6M8
Q6GQX8	Q8N6R0
P49290	Q8N6R1
Q921U8	Q8N6S5
Q9DBH5	Q8N6T3
Q80XD1	Q8N6T7
A2A7S8	Q8N6W0
O88522	Q8N6Y0
Q8K1C9	Q8N6Y1
Q80ZU5	Q8N715
A2BE28	Q8N720
P26039	Q8N726
Q3UQI9	Q8N743
B9EJ86	Q8N752
P80316	Q8N766
P33033	Q8N7C3
Q2TBA3	Q8N7H5
P11911	Q8N7P1
A0A6I8MWY4	Q8N7R7
O54784	Q8N7W2
Q8BGT6	Q8N806
Q9CYX7	Q8N831
Q6IRU7	Q8N878
O88952	Q8N884
Q9JHH9	Q8N8A2
Q9CRA7	Q8N8A6
P02469	Q8N8B7
Q3UV55	Q8N8D1
Q6A0D4	Q8N8J0
Q8K120	Q8N8J7
O35284	Q8N8L6
Q8CHU3	Q8N8S7
Q91YE3	Q8N8Y2
Q6P9R1	Q8N8Y5
Q8R5H6	Q8N907
Q9CTN4	Q8N912
Q9D2Q8	Q8N954
Q8BRB7	Q8N961
Q3UIX4	Q8N983
Q9CTH6	Q8N987
P70700	Q8N9E0
Q80YR2	Q8N9F7
Q5SXC4	Q8N9I0
A2AUM9	Q8N9I9
Q8VCW4	Q8N9N2
P61458	Q8N9N5
P48437	Q8N9N8
Q80YF9	Q8N9P6
Q9DBB5	Q8N9Q2
Q9DCJ9	Q8N9R8
O08663	Q8N9T8
Q9DCI3	Q8N9W6
Q91V09	Q8NA54
Q99JY1	Q8NA61
A2ATY4	Q8NA75
P47877	Q8NA77
Q8BM89	Q8NAC3
Q9CQI3	Q8NAF0
Q7TS63	Q8NAP3
Q9QYI4	Q8NAT1
O08648	Q8NAU1
Q6ZPJ3	Q8NAV1
Q9D1L9	Q8NAX2
Q3URS9	Q8NB12
Q8VC65	Q8NB15
Q3US17	Q8NB16
Q9CXF7	Q8NB25
Q62177	Q8NB37
Q8C7X2	Q8NB46
Q6NZP2	Q8NB49
