P32368	A0A061ACG4
Q8TGK6	Q9XXP4
P32618	Q9XXQ7
Q08910	Q9XXR3
Q8TGN5	Q9XXS5
P25641	Q9XXT5
P33757	Q9XXT8
Q12192	Q9XXU2
Q05611	Q9XXU4
P22470	Q9XXU9
P09734	Q9XYB7
P39709	Q9XYD3
P40528	Q9XZI6
Q12151	Q9Y041
Q01939	Q9Y048
P32473	Q9Y050
P06843	Q9Y0A1
P38921	Q9Y0V6
P08004	Q9Y194
P03875	Q9Y1J3
P00401	S6EZT1
P47050	S6F527
Q06168	U4PAY0
P33420	U4PBJ5
P47173	U4PBN2
P40034	U4PBR7
P53122	U4PBZ5
P39678	U4PC09
P32343	U4PCM1
P50861	U4PDZ2
Q12480	U4PE16
P33317	U4PER3
P32329	U4PER8
P25587	U4PFF3
P40209	U4PQS1
P38811	U4PR70
P53153	U4PR86
Q06595	V6CIR3
P53600	V6CIR8
P32656	V6CIV8
P40052	V6CJ04
P18888	V6CJ20
P32357	V6CJE7
P38860	V6CJY2
P40445	V6CKQ0
Q99359	V6CL97
P21691	V6CLA2
P07283	V6CLF7
P36035	V6CLH9
Q02629	V6CLJ5
P40328	V6CLJ9
P32471	V6CLN5
P0C2J0	V6CLN7
P53917	V6CLP9
P38089	V6CLQ3
P22211	V6CLR1
P38121	W6RRQ8
Q12691	W6RRZ0
P35727	W6RTA4
P32288	W6RTE4
P41056	W6RXW2
P31379	W6RY92
P48240	W6SBJ0
Q07716	W6SBJ9
P53378	X5LPW7
P25341	X5LX81
Q12523	X5M5N0
P39985	X5M8Y9
