A0APW9	A0A075B5T3
Q9VZZ4	Q6P8M1
Q9VHG3	Q6P8X1
P20227	Q6P926
O46080	Q6P9J5
Q9VTW6	Q6P9K8
Q7K2W2	Q6P9K9
Q9VDH9	Q6P9L4
Q9W589	Q6P9L6
Q9NGL1	Q6P9P0
Q8SXR7	Q6P9P6
Q9VTJ5	Q6P9Q4
Q9VS07	Q6P9Q6
Q7KN74	Q6P9R1
Q9U5L1	Q6P9R2
Q94511	Q6P9R4
Q6IHH7	Q6P9S0
Q9W3T9	Q6P9S1
Q9VQX8	Q6P9Y7
Q4V6Y6	Q6P9Z1
Q9VZ34	Q6PA06
Q9W1X7	Q6PAC3
Q9VEA4	Q6PAC4
A0A0B4JDC8	Q6PAJ1
Q7KMM5	Q6PAJ3
Q9VF24	Q6PAL0
B7YZN1	Q6PAL1
Q9VGR7	Q6PAL7
Q9W418	Q6PAL8
Q8SXU3	Q6PAM1
F6J451	Q6PAQ4
Q0KHR4	Q6PAR0
Q9VWZ2	Q6PAR5
Q4Z8K6	Q6PAV2
Q86BM2	Q6PB44
Q9VYA9	Q6PB66
Q9VKI3	Q6PB93
Q9VJ55	Q6PB97
Q9VNZ1	Q6PCL9
Q7K003	Q6PCM1
Q8SZD0	Q6PCM2
Q9VNY8	Q6PCN3
Q7K5M2	Q6PCN7
Q9VKV0	Q6PCP5
Q95TN4	Q6PCQ0
Q9VC67	Q6PCS8
Q9VHZ5	Q6PCX9
Q07436	Q6PD03
Q9VTJ3	Q6PD10
O76912	Q6PD21
Q9VYS3	Q6PD24
Q9VMY5	Q6PD26
Q9VTU0	Q6PD28
P25008	Q6PD29
Q8SXJ4	Q6PDC0
P19109	Q6PDG5
Q9VSK8	Q6PDG8
Q95SH7	Q6PDH0
Q9W530	Q6PDJ1
Q24546	Q6PDK0
P53777	Q6PDK2
Q9VB58	Q6PDK8
P18488	Q6PDL0
Q9VY55	Q6PDM1
Q9VBU6	Q6PDM2
Q9VD83	Q6PDM4
Q9VAH4	Q6PDN3
Q9W219	Q6PDQ2
Q7K3G2	Q6PDS3
Q9VPG1	Q6PDX6
Q9VVP3	Q6PDZ2
Q7JRH2	Q6PE01
Q9VL80	Q6PE13
Q9VSK9	Q6PE15
Q9W4P0	Q6PE54
Q9VKM0	Q6PEB6
O96553	Q6PEE2
Q9V422	Q6PEE3
Q8SX50	Q6PEM6
Q9VDC8	Q6PER3
Q9VD23	Q6PEV3
Q9W2M2	Q6PF93
Q8IRD6	Q6PFD5
Q9VL11	Q6PFD6
Q9VES4	Q6PFD9
Q8IQF5	Q6PFE1
Q9W2K0	Q6PFE3
Q7K330	Q6PFH3
A8QI68	Q6PFQ7
Q2MGL3	Q6PFR5
Q9VDT3	Q6PFX2
Q9V4C1	Q6PFX9
Q9I7J0	Q6PG16
Q9W187	Q6PGA0
Q6IJL2	Q6PGB6
Q9VYB7	Q6PGB8
Q9XZJ4	Q6PGC1
Q9W4E6	Q6PGD0
Q7K4J7	Q6PGF3
Q1RL19	Q6PGF7
A1ZAZ9	Q6PGG2
Q9VH60	Q6PGG6
Q0E8X9	Q6PGL7
Q9VYT2	Q6PGN3
Q8MRQ1	Q6PH08
Q0E980	Q6PHN9
Q9VIB2	Q6PHQ8
M9NEK4	Q6PHS6
Q9VHK8	Q6PHS9
Q9VX08	Q6PHU5
Q8MRE6	Q6PHZ5
Q7JZW0	Q6PHZ8
Q9VWD2	Q6PIC6
Q9VDT4	Q6PIE5
Q9VUZ8	Q6PIJ4
O97454	Q6PIP5
Q9VGC1	Q6PKN7
Q9VW41	Q6PNC0
Q9VE75	Q6PR54
Q9VEB2	Q6PZE0
Q9VB22	Q6Q477
Q7K3D4	Q6Q6R3
Q8T0D4	Q6Q783
Q9VMJ1	Q6Q899
O96824	Q6QD59
Q0KIE7	Q6QI06
Q9XYP8	Q6QIY3
P45437	Q6R0H6
Q7K0A0	Q6R2P8
O96433	Q6R3M4
Q9VIE9	Q6R5N8
Q9VQZ6	Q6R5P0
Q9VR61	Q6R891
Q8IRC7	Q6RHR9
Q9VCF1	Q6RHW0
P20007	Q6RI63
A0A0C4DHD7	Q6RKD8
Q9VWD5	Q6RT24
Q7JQ32	Q6S5J6
Q9VZL8	Q6S5L9
Q9W1P1	Q6SJQ5
Q06849	Q6T264
Q9VC64	Q6TDP3
Q9W5T4	Q6TDU8
Q9V333	Q6TEK5
Q7PLC7	Q6TL19
Q9VBU8	Q6TLW0
Q9W0G7	Q6TXD4
Q9VJ29	Q6TYB5
Q9VN77	Q6UL01
Q9VTF9	Q6URW6
Q9VWZ8	Q6V4S5
Q9V5Q4	Q6V595
Q9VK19	Q6VGS5
Q7KUX3	Q6VH22
Q03019	Q6VN19
Q9VK46	Q6VNB8
Q9W459	Q6VUP9
Q9VQF9	Q6VVW5
Q95T37	Q6VVW9
A8WHD3	Q6VY05
Q9W532	Q6WKZ7
Q7K188	Q6WKZ8
E3CTR7	Q6WQJ1
M9PD87	Q6WVG3
Q8INE8	Q6X1Y6
A1ZAX0	Q6X6Z7
Q9VB97	Q6X7S9
Q9VBM5	Q6X893
Q8MRS1	Q6XBJ3
Q9V751	Q6XPS7
Q9W1J9	Q6XUX1
P45447	Q6XVG2
Q9W4U2	Q6XZL8
O61267	Q6Y5D8
Q9VJ64	Q6Y685
Q9VGQ6	Q6Y7W8
Q9VXS3	Q6ZPE2
P15364	Q6ZPF3
Q9W362	Q6ZPF4
Q9VEX4	Q6ZPI0
Q9V492	Q6ZPI3
Q9VVH9	Q6ZPJ0
P29843	Q6ZPJ3
Q9VCK1	Q6ZPK0
Q2PDV0	Q6ZPL9
A1Z9H7	Q6ZPQ6
Q7K036	Q6ZPR4
Q9VI65	Q6ZPR5
Q9NHV9	Q6ZPR6
P32234	Q6ZPS2
Q9VRS9	Q6ZPS6
P18491	Q6ZPT1
Q9W1J5	Q6ZPV2
Q9W2Z9	Q6ZPY2
M9NE38	Q6ZPY7
A1Z9M5	Q6ZPZ3
Q9VFE8	Q6ZQ03
Q9VCQ2	Q6ZQ06
Q0E8F8	Q6ZQ08
Q8SX06	Q6ZQ11
Q9VF25	Q6ZQ12
Q9VE46	Q6ZQ18
Q9VC81	Q6ZQ29
Q9Y154	Q6ZQ38
Q95U62	Q6ZQ58
Q7KHG2	Q6ZQ73
H1ZYE3	Q6ZQ82
Q86BS2	Q6ZQ88
Q9W394	Q6ZQ93
Q0KI81	Q6ZQA0
P25172	Q6ZQF0
Q9VLV6	Q6ZQF7
A8DYY6	Q6ZQH8
Q7KNA0	Q6ZQI3
P10735	Q6ZQJ5
Q9VAT0	Q6ZQK0
Q9VBQ5	Q6ZQK5
Q7K4C2	Q6ZQL4
Q9U3V9	Q6ZQM8
Q01068	Q6ZWM4
Q9VTP4	Q6ZWN5
Q9VF73	Q6ZWQ0
A1Z8Q0	Q6ZWQ7
A1ZAT5	Q6ZWQ9
A1ZAW0	Q6ZWR4
Q9W207	Q6ZWR6
A1Z917	Q6ZWS8
Q95029	Q6ZWU9
Q9VU58	Q6ZWV3
Q9VDH8	Q6ZWV7
Q8IQZ8	Q6ZWX6
Q7K237	Q6ZWY3
Q9VPM9	Q6ZWY9
A8JMD5	Q6ZWZ2
Q9VXR9	Q704Y3
Q9VUC4	Q70E20
P17210	Q70FJ1
Q8IQL2	Q70IV5
Q8SYM9	Q70KF4
Q9VFX0	Q711T7
Q9VDD5	Q717B4
O76901	Q71B07
E1JJ89	Q71KT5
Q7KVW9	Q71LX4
Q7KJ08	Q71M36
Q24046	Q75N73
A1Z6K9	Q75VT8
Q9VMB9	Q765H6
Q8T0F5	Q76I79
Q9VRV4	Q76KF0
B9EQU7	Q76LL6
Q9W0D6	Q76LW6
Q9VQS6	Q76MZ3
Q6IGX8	Q78HU3
Q7KT85	Q78IK2
Q1RKY3	Q78IK4
Q9VTZ6	Q78IS1
Q9VMS9	Q78JE5
Q7K1V0	Q78JN3
Q9VBQ1	Q78JW9
Q7KV27	Q78PY7
Q9VG00	Q78WZ7
Q9VTF3	Q78XF5
A0A0B4LEV7	Q78YZ6
Q9I7D3	Q78ZA7
Q9VMP5	Q791T5
A1Z7T0	Q791V5
Q9VMC6	Q792Z1
O77287	Q793I8
Q4QQ01	Q794H2
Q9U3W6	Q7GIP5
Q9VP61	Q7JCY6
Q7K569	Q7JCZ0
Q9W3U0	Q7JJ13
Q8T010	Q7M6U3
Q9VN03	Q7M6Y2
O97111	Q7M6Z4
Q9VY68	Q7M732
Q9VZ73	Q7M753
Q8T626	Q7M760
Q9VF81	Q7M764
Q9VVG2	Q7SIG6
O97069	Q7TM99
Q8I8V0	Q7TMB8
Q7JY68	Q7TMD7
Q9W4B7	Q7TME0
Q9W410	Q7TME2
Q9VTU2	Q7TMF2
O01666	Q7TMF3
Q95U20	Q7TMF5
Q9VBZ2	Q7TMI3
Q8ST85	Q7TMK6
P22465	Q7TMK9
Q9BIS2	Q7TMM9
Q9I7T6	Q7TMQ7
A0A0B4LEX2	Q7TMR0
Q9VYI6	Q7TMV1
Q9V9Q6	Q7TMV3
Q9W3T1	Q7TMW6
O46201	Q7TMY4
A1ZAQ6	Q7TMY7
Q9VUL2	Q7TMY8
M9PCJ4	Q7TN02
Q3YMS8	Q7TN29
Q8IRD1	Q7TN31
D6W4V3	Q7TN73
Q9W0A9	Q7TN75
Q95RU0	Q7TN83
B1A1N4	Q7TN98
Q9VN86	Q7TN99
Q9VMR0	Q7TNB8
Q9V493	Q7TNC4
Q9VAA0	Q7TNC6
Q9W501	Q7TNE3
A1ZAJ8	Q7TNG5
Q9VQA2	Q7TNH6
Q9VLP1	Q7TNK1
M9NFE1	Q7TNL5
Q9VQZ7	Q7TNM2
A9YHV8	Q7TNP2
Q07171	Q7TNV0
Q9V3Q1	Q7TPB0
Q8IRP5	Q7TPC1
Q9VMP2	Q7TPD0
Q8MRC9	Q7TPD1
M9PHR3	Q7TPD6
Q9W1Z1	Q7TPH6
Q9NB04	Q7TPM1
Q9VP18	Q7TPM3
A8JUZ6	Q7TPM9
Q9VDS1	Q7TPN9
A1ZBK1	Q7TPQ3
P02825	Q7TPR4
A0A0B4LFI9	Q7TPS5
Q9VPK4	Q7TPS9
Q9VKN5	Q7TPV2
P16375	Q7TPV4
Q9VRE7	Q7TPW1
Q9VNP5	Q7TQ07
Q9VG73	Q7TQ48
Q7K4I4	Q7TQ95
Q8SYT8	Q7TQC5
Q8IMU2	Q7TQC7
Q8T8T9	Q7TQD2
Q9VG59	Q7TQE7
Q95RL2	Q7TQF7
Q9VUU9	Q7TQG1
Q9VLK8	Q7TQH0
P52485	Q7TQI3
A0A0C4DHB3	Q7TQI7
Q9VYX8	Q7TQK0
Q9VV29	Q7TQK1
A1Z9A2	Q7TQK4
P16554	Q7TQK5
Q24318	Q7TQN3
Q9VE56	Q7TRQ8
Q9VS50	Q7TS63
Q4QQ29	Q7TS74
A0A384TPA0	Q7TS75
P27779	Q7TSA3
Q9VH07	Q7TSC1
Q9XZS7	Q7TSD4
Q95SE8	Q7TSE6
A1Z713	Q7TSF0
O02373	Q7TSF1
Q9VU50	Q7TSF9
Q8IHC3	Q7TSG2
Q9VMX2	Q7TSG3
Q9VEL2	Q7TSG5
Q9VQM4	Q7TSH2
Q9VKV5	Q7TSH3
Q9VB28	Q7TSH4
Q9VNX0	Q7TSH6
Q8SXD3	Q7TSI1
Q9V7P1	Q7TSI3
Q24255	Q7TSJ2
Q9W588	Q7TSJ6
Q9VAP6	Q7TSK3
P11147	Q7TSK7
Q8IPT2	Q7TSN7
Q9VA67	Q7TSQ8
Q9VT29	Q7TSY8
P40798	Q7TSZ8
Q9W464	Q7TT00
Q9VL93	Q7TT18
Q8IP78	Q7TT28
Q9V397	Q7TT37
Q9W549	Q7TT50
Q8MY02	Q7TT79
Q9VDC0	Q80SS5
Q86BN8	Q80SU7
Q9W0K7	Q80SW1
Q7JW66	Q80SX9
Q9VY11	Q80SY3
A1ZBC5	Q80SY4
P18490	Q80SZ7
Q9VCI3	Q80T19
Q9W0R3	Q80T21
Q0E938	Q80T41
Q9V3K5	Q80T69
Q9VDC3	Q80T74
Q8SWU8	Q80T79
Q960W6	Q80T85
Q9VJ97	Q80TA6
Q9VHI6	Q80TB8
Q9VU57	Q80TC6
P20153	Q80TE0
Q9VQ94	Q80TE4
Q7JYA0	Q80TE7
Q9VSH0	Q80TF3
Q9VQ04	Q80TF6
Q9VNE7	Q80TG1
Q9VJK9	Q80TG9
Q86B59	Q80TH2
O61613	Q80TI0
Q9VPZ0	Q80TI1
Q9VYT1	Q80TJ1
Q9VWI6	Q80TJ7
Q9VW08	Q80TL0
Q9VEM7	Q80TL7
Q9VF59	Q80TM6
Q9VBX4	Q80TM9
Q8IRM9	Q80TN4
Q2PDW5	Q80TN5
O18338	Q80TN7
Q9VY48	Q80TP3
Q9VI35	Q80TQ2
Q9VUV8	Q80TR1
Q9VQ34	Q80TR4
Q9VD52	Q80TR8
Q9XZF0	Q80TS3
P48609	Q80TS5
Q9VVD0	Q80TS7
Q8T4D9	Q80TT8
Q9W0N6	Q80TV8
P49657	Q80TY0
P41375	Q80TY4
Q9VPH7	Q80TY5
Q9V9U0	Q80TZ3
Q8MRP7	Q80TZ9
Q9VS41	Q80U04
Q9VHW4	Q80U12
Q9W3N7	Q80U16
A0A0B4KGY6	Q80U19
Q9VUE4	Q80U23
Q4QPW4	Q80U28
Q8IQ88	Q80U30
P30052	Q80U35
Q9VXR8	Q80U38
A0A0B4K675	Q80U40
Q9VMA9	Q80U44
Q4V6I0	Q80U49
Q9VK61	Q80U57
Q9VW10	Q80U58
M9PFQ9	Q80U63
P10041	Q80U70
Q9VJC1	Q80U72
Q9W4Z4	Q80U78
Q9VB08	Q80U87
P19018	Q80U93
P25822	Q80U95
Q9VA30	Q80UE6
A1Z875	Q80UF4
Q9VVN1	Q80UF7
Q9W0I9	Q80UG2
Q9VSS2	Q80UG5
Q7K2L4	Q80UG8
Q9VHS3	Q80UJ7
Q7K3W2	Q80UK0
A1Z7U5	Q80UK8
Q9V3T1	Q80UL9
Q29QV5	Q80UM3
Q0E8P6	Q80UM7
Q9VX83	Q80UN1
Q86B91	Q80UP3
Q7K014	Q80UP5
Q95T35	Q80US8
Q8T0L3	Q80UU9
Q0KI39	Q80UV9
Q9V3V7	Q80UW2
Q27367	Q80UW5
Q8INT5	Q80UW8
Q9V3V9	Q80UZ2
Q9VYU9	Q80V03
A1Z8Z9	Q80V24
Q8T970	Q80V26
Q9VEJ1	Q80V31
Q9VW38	Q80V42
Q9VQ93	Q80V62
Q9V4B8	Q80V63
Q9VAI4	Q80V85
Q9VJC0	Q80V86
Q6WV20	Q80VA0
C0PV55	Q80VC9
Q9V4C7	Q80VD1
Q7K3U4	Q80VE5
Q9VU60	Q80VG1
Q2MGN0	Q80VH0
Q9VWC7	Q80VI1
A1ZAJ7	Q80VK8
Q24563	Q80VM7
Q9VTB0	Q80VN0
Q9VK33	Q80VP0
O61492	Q80VP1
Q9VVM7	Q80VP2
Q9VEK4	Q80VQ0
Q9VG46	Q80VQ1
Q6NR09	Q80VR2
Q9VIB1	Q80VR3
Q8IQ10	Q80VY2
Q8IHA6	Q80VY9
Q9VD09	Q80W00
Q9VUI3	Q80W03
Q9VCI5	Q80W04
Q8SZ87	Q80W22
Q7K274	Q80W37
Q9VIM6	Q80W47
Q9VKP7	Q80W68
Q9VWB4	Q80W76
Q9VNR6	Q80W85
Q8INH2	Q80W88
Q9VMD7	Q80W93
Q9VV02	Q80W94
Q9VSB3	Q80W99
Q9VJB0	Q80WB5
Q9VCF0	Q80WC1
Q9W215	Q80WC3
Q9VBG6	Q80WC7
B5A5T4	Q80WC9
Q9VEX9	Q80WE4
Q9VZ05	Q80WG5
Q8IRY0	Q80WG7
Q9W1Y1	Q80WJ1
Q7K3W4	Q80WJ7
P81909	Q80WQ2
Q8IPL8	Q80WQ8
Q7K3X8	Q80WS3
Q0E9F9	Q80WT5
Q9W4E2	Q80WV7
X2JDE5	Q80WW9
Q5U154	Q80X19
A0A0B4LG74	Q80X41
Q6IKC0	Q80X44
Q7K2X1	Q80X50
Q9VXE8	Q80X56
Q9VZ82	Q80X66
A4V1K1	Q80X71
Q24118	Q80X72
Q8IMC6	Q80X73
Q8SWS3	Q80X80
X2J5P0	Q80X82
M9PCF9	Q80X85
Q9VX99	Q80X86
P36872	Q80X90
Q9VES0	Q80X95
Q9V9N9	Q80XA6
Q4V424	Q80XB4
Q9VM22	Q80XC2
Q9VEJ9	Q80XC3
Q9VZ40	Q80XC6
Q9VZL3	Q80XD1
Q9V477	Q80XE1
Q9VR84	Q80XI1
Q9VWM4	Q80XI3
Q9W352	Q80XI4
Q9VS14	Q80XJ2
Q9VQD4	Q80XJ3
Q9Y150	Q80XK6
Q8MQJ5	Q80XL6
Q9VWV9	Q80XL7
E3CTP7	Q80XN0
Q9VJG5	Q80XP9
Q9W0N8	Q80XQ2
A1Z8X3	Q80XR2
Q9W2S1	Q80XU3
O76904	Q80XU8
Q8T3L8	Q80Y14
Q9VUL1	Q80Y17
Q9VRG7	Q80Y19
O18333	Q80Y24
P32029	Q80Y44
Q9TVQ5	Q80Y56
Q9V3U9	Q80Y72
Q9V3D8	Q80Y81
P29776	Q80Y84
Q9W2R4	Q80Y86
A1ZAI5	Q80YA3
Q9VBK1	Q80YA7
Q9VPU7	Q80YA9
Q8IRI6	Q80YD1
Q9W1H5	Q80YE7
Q9XZ28	Q80YF9
Q9VGF7	Q80YN3
A4GK91	Q80YP0
P00522	Q80YQ2
Q9VAJ3	Q80YQ8
Q9I7L9	Q80YR2
A1ZAB3	Q80YR4
Q9Y1A7	Q80YR5
Q9VWX7	Q80YR6
B4YWB2	Q80YR7
P07186	Q80YS6
Q9VVZ8	Q80YT5
P98149	Q80YT7
Q0E8K5	Q80YV3
Q8IRT0	Q80YV4
Q9VVI2	Q80YW0
Q7K175	Q80YW5
Q86MQ9	Q80YX1
O02193	Q80Z24
Q7K4B3	Q80Z25
B7Z0E2	Q80Z38
P08570	Q80Z64
Q9VP96	Q80Z96
P91660	Q80ZA7
Q9W3J0	Q80ZD8
Q9VHW8	Q80ZE3
Q8IMT7	Q80ZF8
Q9VNG6	Q80ZI6
Q9W2H2	Q80ZJ1
Q9VMS5	Q80ZJ6
Q9VWJ6	Q80ZK9
Q9W1C8	Q80ZM7
O46050	Q80ZM8
Q9VH89	Q80ZS3
Q961X0	Q80ZT1
Q4V5Z0	Q80ZU5
Q7KVB1	Q80ZV0
Q9W0R6	Q80ZW2
Q8IRZ3	Q80ZX0
Q9W3Y1	Q80ZX8
Q9VKG1	Q810A3
Q8SZ58	Q810A5
Q26416	Q810A7
Q94513	Q810B6
H8F4P7	Q810B7
Q9VVR0	Q810B8
Q9VPJ1	Q810D6
Q8SYQ9	Q810J1
Q9VDI3	Q810J8
Q9W462	Q810L3
Q8SXZ5	Q810S1
Q9W3M1	Q810T2
Q9VYX2	Q810U3
Q9VV21	Q810U4
A1A6N4	Q810U5
Q7K0K1	Q810V0
Q9VPY2	Q811B1
Q05652	Q811B3
Q9VFQ3	Q811D0
P84345	Q811D2
Q9VIS4	Q811F1
P16911	Q811G0
Q9VRJ3	Q811J3
Q9VR65	Q811L6
Q9VSE6	Q811M1
Q9XYZ5	Q811P8
Q9VZE2	Q811S7
Q7JUM5	Q811T9
Q9VZ04	Q811U4
Q7KUA4	Q812A2
Q27593	Q812A5
O96533	Q812F8
Q9VBW6	Q8BFP9
Q9VX24	Q8BFQ4
Q7KJ73	Q8BFQ8
Q9VQG1	Q8BFR1
Q9VNI4	Q8BFR4
P06603	Q8BFR5
A8DYV8	Q8BFR9
O16528	Q8BFT2
Q7KSD3	Q8BFU0
Q9W0F6	Q8BFU1
Q9VV94	Q8BFU2
Q9V3Z3	Q8BFU3
Q9VGG9	Q8BFV2
Q9V4C4	Q8BFW4
Q94534	Q8BFW7
Q9VT73	Q8BFX3
Q9W0A2	Q8BFY6
Q9VX31	Q8BFY7
Q8T0X8	Q8BFY9
Q9VJX2	Q8BFZ3
Q7KV62	Q8BFZ4
Q9VNE2	Q8BFZ9
Q9VLL3	Q8BG05
Q8IMA6	Q8BG17
Q9VJC2	Q8BG18
Q9W247	Q8BG22
Q9XZ12	Q8BG30
P48601	Q8BG32
Q9VJW5	Q8BG36
Q7KVA7	Q8BG39
Q9VHG8	Q8BG40
Q9VHD0	Q8BG48
Q4V664	Q8BG51
Q9VEC0	Q8BG54
Q9VIZ0	Q8BG58
Q9VYK8	Q8BG67
Q7JUS1	Q8BG73
E1JHS8	Q8BG79
Q9VHT3	Q8BG80
Q9VN44	Q8BG81
Q9VQJ7	Q8BG87
P46867	Q8BG94
Q8MLQ2	Q8BG95
Q9VXA7	Q8BG99
E2QCZ6	Q8BGA3
Q8IQU1	Q8BGA5
P14083	Q8BGA8
Q7K0W4	Q8BGA9
A1ZAJ5	Q8BGB2
A1ZBD9	Q8BGB5
P83101	Q8BGB7
Q9VUE9	Q8BGB8
Q8IN94	Q8BGC0
Q9VVK3	Q8BGC4
Q9VAH7	Q8BGD5
Q9VWN9	Q8BGD9
P25723	Q8BGE5
Q9VFF6	Q8BGE6
Q9Y123	Q8BGF0
A1ZBU9	Q8BGF3
Q9V3Y8	Q8BGF7
Q7JX41	Q8BGG7
P11956	Q8BGH2
Q9VK34	Q8BGH4
A1ZAC7	Q8BGJ0
Q9VXG1	Q8BGJ9
P19107	Q8BGK2
Q9W3V2	Q8BGQ1
Q7PLB8	Q8BGQ4
Q9XZS4	Q8BGQ7
Q5LJZ2	Q8BGR6
Q7K2P3	Q8BGR8
Q8SXL5	Q8BGR9
Q9W0I6	Q8BGS0
Q9VBA0	Q8BGS2
Q8MMC6	Q8BGS7
Q04652	Q8BGT1
Q9VY97	Q8BGT5
Q9VMF9	Q8BGT6
Q8IN25	Q8BGT7
Q9VBK9	Q8BGU5
Q9VW28	Q8BGV0
Q7KNQ9	Q8BGV5
Q4QPU3	Q8BGV8
Q9I7J8	Q8BGW1
Q8SXB3	Q8BGW2
Q9VHQ5	Q8BGW8
Q8SZ16	Q8BGX0
Q24155	Q8BGX7
Q9VP78	Q8BGY2
Q7JV69	Q8BGY3
A1ZAL4	Q8BGZ1
Q9VA96	Q8BGZ3
Q9VUY9	Q8BGZ4
Q9VGD0	Q8BGZ7
Q7K037	Q8BH04
Q9VTM2	Q8BH16
Q9VCE7	Q8BH34
Q9VRN5	Q8BH35
Q9VQR2	Q8BH43
Q9VUK9	Q8BH44
Q9VH55	Q8BH48
Q9VRP4	Q8BH52
O97178	Q8BH53
C0PDE0	Q8BH57
Q9VF37	Q8BH58
A1ZAX1	Q8BH59
Q9VRS6	Q8BH60
Q9VV49	Q8BH61
Q9VX91	Q8BH64
Q8IPD6	Q8BH66
Q9VV71	Q8BH69
Q24178	Q8BH70
A1ZBJ8	Q8BH74
P40946	Q8BH75
Q9VJL6	Q8BH93
Q9VUF8	Q8BH95
Q9VC28	Q8BH97
Q3LHL9	Q8BHB0
Q9W3C7	Q8BHB4
Q9V3D6	Q8BHC4
Q24039	Q8BHC9
Q9VA29	Q8BHD7
Q9VIF0	Q8BHD8
Q9VB49	Q8BHE0
Q9VZV9	Q8BHE3
Q9VF68	Q8BHE5
Q7K3D8	Q8BHG1
Q9VEP1	Q8BHG9
Q7KTG2	Q8BHI7
Q8I0G5	Q8BHJ5
A0A0B4KHB8	Q8BHJ7
Q9W0Y8	Q8BHJ9
Q9VT53	Q8BHK9
Q9VZ80	Q8BHL3
Q9VS29	Q8BHL5
P18102	Q8BHL8
Q7KTA1	Q8BHM9
Q9VZD5	Q8BHN0
A0A0B4K7Y4	Q8BHN3
Q9VU87	Q8BHP2
M9PGK9	Q8BHP7
Q0KI85	Q8BHS6
A1Z9A8	Q8BHT6
Q9VJ17	Q8BHX1
C0HK92	Q8BHX3
Q9VSY4	Q8BHY2
Q9U1L2	Q8BHZ0
Q0KHX7	Q8BHZ4
Q9W3E7	Q8BI06
Q8IRV2	Q8BI17
Q9W1A7	Q8BI20
Q9VS66	Q8BI23
P07182	Q8BI67
Q7KSB4	Q8BI72
Q9I7K6	Q8BI84
Q7KT70	Q8BIA3
Q9VA45	Q8BIA4
Q6NN18	Q8BIE6
Q7K1Z5	Q8BIF2
P48604	Q8BIF9
Q7JY94	Q8BIG4
Q9VGM5	Q8BIH0
Q9VGK1	Q8BIJ6
Q7KUX7	Q8BIJ7
Q9V6A9	Q8BIK4
Q9VI54	Q8BIK6
Q9VUB4	Q8BIL5
Q9VKK1	Q8BIP0
F6J6F4	Q8BIQ5
Q9VP84	Q8BIQ8
Q9VVH5	Q8BIV3
Q9VN78	Q8BIW1
Q9VH99	Q8BIW9
Q9VL42	Q8BIY1
Q7KT91	Q8BIY3
Q9VT88	Q8BIZ1
Q9VVK8	Q8BIZ6
A8JUP7	Q8BJ03
Q9VPI9	Q8BJ05
Q9VA73	Q8BJ34
Q9VQ80	Q8BJ37
Q7KT79	Q8BJ42
Q9W4N9	Q8BJ56
Q9W4G9	Q8BJ63
O76742	Q8BJ71
Q8MRY5	Q8BJ90
Q9U8R4	Q8BJD1
Q05733	Q8BJE2
Q9VCT3	Q8BJF9
Q9VHG1	Q8BJH1
Q8ML92	Q8BJI1
Q9W404	Q8BJI4
Q9VCW0	Q8BJK1
Q24583	Q8BJL0
Q9VUV3	Q8BJL1
Q0IGY5	Q8BJM5
Q9VWG5	Q8BJM7
O44424	Q8BJQ2
Q9VB54	Q8BJQ4
P11996	Q8BJQ9
P49866	Q8BJS4
Q9VVQ1	Q8BJU0
Q9VF89	Q8BJW5
Q9VMN5	Q8BJW6
Q9VFX6	Q8BJW7
O97179	Q8BJX2
Q9VMA3	Q8BJY1
Q9VIL0	Q8BJZ4
P20193	Q8BK06
Q960D4	Q8BK08
Q8MYV9	Q8BK26
P22769	Q8BK30
Q59E55	Q8BK35
Q9VFX5	Q8BK58
Q9VBM1	Q8BK62
Q9VIZ3	Q8BK63
Q9VAU9	Q8BK64
Q6IDD9	Q8BK67
Q6NR30	Q8BK72
A1Z8I9	Q8BK75
Q6IHY4	Q8BK84
Q9W0X2	Q8BKA3
P22058	Q8BKC5
Q9VQW5	Q8BKC8
Q9W5P1	Q8BKD6
O76899	Q8BKE6
Q9VE38	Q8BKE9
Q4V579	Q8BKF1
Q8SXH7	Q8BKG3
Q95TU8	Q8BKG4
Q967S0	Q8BKI2
Q9VV77	Q8BKJ9
Q9VBT2	Q8BKN5
Q9VQ73	Q8BKR5
A1ZB62	Q8BKS9
Q9W3R6	Q8BKT3
A1Z7M8	Q8BKT7
Q9V3X4	Q8BKT8
B7Z016	Q8BKU8
Q86P36	Q8BKW4
Q9VI72	Q8BKX1
P13582	Q8BKX6
Q9W4S5	Q8BKZ9
Q9V675	Q8BL03
P16909	Q8BL06
Q9VLB3	Q8BL43
Q9VMP0	Q8BL48
Q9VNC1	Q8BL65
Q9VEI9	Q8BL66
Q9VTN7	Q8BL74
A1Z7S7	Q8BL80
Q9VWW0	Q8BL97
Q58SL8	Q8BL99
Q8SZM2	Q8BLB0
P61855	Q8BLB7
Q9VU17	Q8BLE7
A0A0B4K707	Q8BLF1
P83262	Q8BLF2
Q8SY94	Q8BLG0
B7Z064	Q8BLH5
Q9VGW0	Q8BLH7
Q9VHE0	Q8BLI4
Q9VVU5	Q8BLJ6
Q9U5W9	Q8BLK3
Q9VAB0	Q8BLK9
Q9VGJ4	Q8BLN5
Q9I7M5	Q8BLN6
Q9W3Q0	Q8BLR2
Q9VR80	Q8BLR5
A1ZBN5	Q8BLR9
Q9I7H8	Q8BLU0
Q9W2Y4	Q8BLV3
Q960E8	Q8BLX7
Q9VBT8	Q8BM13
Q9VX10	Q8BM14
Q9W022	Q8BM39
