Q9XVJ5	A0A075BJJ9
Q9N4I3	Q9VDT4
Q20013	Q9VDT6
Q93341	Q9VDT8
O01969	Q9VDU3
Q22557	Q9VDU4
Q22765	Q9VDV2
Q21080	Q9VDV3
Q867X0	Q9VDV5
G5EFT4	Q9VDW5
P90978	Q9VDW6
Q21234	Q9VDW9
Q9GUF2	Q9VDX4
O45756	Q9VDX9
Q9U2I0	Q9VDY4
Q19734	Q9VDY8
Q10579	Q9VDY9
Q9XWF6	Q9VDZ1
O01773	Q9VDZ2
Q3Y3Z9	Q9VDZ3
P46975	Q9VDZ5
Q9TY01	Q9VDZ8
Q4JFH6	Q9VDZ9
Q09464	Q9VE00
Q336K9	Q9VE01
Q23044	Q9VE02
H2L0C0	Q9VE06
P90993	Q9VE08
Q20737	Q9VE16
O45551	Q9VE17
Q9N4F9	Q9VE18
Q11100	Q9VE19
Q9U2P3	Q9VE30
O18693	Q9VE34
P22980	Q9VE38
Q21019	Q9VE39
Q9N360	Q9VE50
Q9GYG2	Q9VE51
Q07292	Q9VE52
X5LPW7	Q9VE54
Q93211	Q9VE71
O44856	Q9VE73
O18054	Q9VE75
H2L0E2	Q9VE78
A0A486WY88	Q9VE80
H2L0Q6	Q9VE86
Q95XD3	Q9VE87
Q9TZE4	Q9VE88
O17974	Q9VE96
Q7K7S3	Q9VE97
A0A8S4SL88	Q9VE98
Q20203	Q9VEA1
Q18179	Q9VEA2
Q965T4	Q9VEA3
G5EDB8	Q9VEA4
Q22243	Q9VEA5
Q18289	Q9VEA6
Q11069	Q9VEA9
Q22592	Q9VEB2
P46548	Q9VEB3
Q09973	Q9VEB4
Q5TKA3	Q9VEB8
Q23521	Q9VEB9
Q9TYS3	Q9VEC1
Q19052	Q9VEC2
O76615	Q9VEC3
Q20634	Q9VEC5
Q8MXS5	Q9VED1
Q9N5X2	Q9VED4
Q22537	Q9VED7
Q9XV95	Q9VED8
O16741	Q9VEE9
Q9U2Z5	Q9VEF0
Q9GYS9	Q9VEF3
Q8MQ70	Q9VEF4
P49594	Q9VEF5
Q9U3F8	Q9VEF6
G5EGE4	Q9VEG5
O45285	Q9VEG6
Q22696	Q9VEG8
O16658	Q9VEG9
Q22470	Q9VEH3
Q9XX16	Q9VEH6
Q19764	Q9VEI3
Q18310	Q9VEI9
Q27494	Q9VEJ1
Q22694	Q9VEJ2
G5ECB9	Q9VEJ4
Q94314	Q9VEJ9
Q20365	Q9VEK1
Q17899	Q9VEK2
P90953	Q9VEK7
Q9GUC8	Q9VEK8
Q11186	Q9VEL0
Q18602	Q9VEL2
Q95R01	Q9VEL5
P36609	Q9VEM0
A0A8S4QD70	Q9VEM2
Q22398	Q9VEM6
O16331	Q9VEM8
Q21502	Q9VEN1
Q8I4H7	Q9VEN2
Q9U3K2	Q9VEN3
Q9NB31	Q9VEN5
O17608	Q9VEN9
Q9NF10	Q9VEP1
Q8WTM6	Q9VEP4
O17470	Q9VEP6
Q09301	Q9VEP8
I1W6S5	Q9VEP9
O16699	Q9VEQ0
H1UBJ9	Q9VEQ1
Q9XTY3	Q9VEQ2
Q19329	Q9VEQ6
P91454	Q9VER6
O17891	Q9VER7
G5ECF1	Q9VES0
O62126	Q9VES1
A0A0K3AX46	Q9VES4
V6CLP5	Q9VES6
Q95ZS2	Q9VES8
Q22313	Q9VEU1
A5JYV4	Q9VEU2
P34392	Q9VEU5
O45687	Q9VEU6
P92005	Q9VEV1
O01800	Q9VEV2
Q94269	Q9VEV3
O44175	Q9VEV4
A0A0K3AR92	Q9VEV7
Q19983	Q9VEW1
Q03565	Q9VEW3
P34673	Q9VEW6
Q17902	Q9VEX0
O16313	Q9VEX4
Q09477	Q9VEX6
Q9BKS1	Q9VEX9
Q17962	Q9VEY5
U4PBN2	Q9VEZ3
P34349	Q9VEZ4
Q23158	Q9VEZ5
Q9XUP3	Q9VF00
Q18013	Q9VF02
Q23449	Q9VF03
Q22260	Q9VF04
A0A131MAV3	Q9VF05
G5EDW5	Q9VF06
Q0G828	Q9VF08
Q17435	Q9VF09
Q9U2G4	Q9VF10
Q9NEW8	Q9VF14
Q95XK2	Q9VF15
P92018	Q9VF18
Q9XUY1	Q9VF20
Q09615	Q9VF23
O45103	Q9VF24
O16467	Q9VF25
A0A486WV45	Q9VF28
Q9XXN9	Q9VF30
G5ECQ8	Q9VF31
Q18107	Q9VF34
Q18512	Q9VF37
Q9N4W0	Q9VF38
Q21173	Q9VF39
O45388	Q9VF40
Q95Y11	Q9VF41
A0A0K3AW28	Q9VF43
Q21753	Q9VF51
G5EDE4	Q9VF53
H2KZ15	Q9VF55
Q10020	Q9VF59
Q17460	Q9VF68
Q18519	Q9VF70
Q9TYU9	Q9VF72
Q9N536	Q9VF73
O45984	Q9VF77
P14585	Q9VF82
G5EF57	Q9VF85
O17271	Q9VF86
G5EBU8	Q9VF87
G5EDF1	Q9VF92
O01300	Q9VF93
Q9N586	Q9VF94
O16655	Q9VFA0
Q23205	Q9VFA2
Q18403	Q9VFA3
Q95Q00	Q9VFA8
Q20815	Q9VFB5
Q22630	Q9VFB6
O44566	Q9VFB7
Q9XUE5	Q9VFB9
U4PC56	Q9VFC0
O17851	Q9VFC1
Q9XVZ6	Q9VFC2
P34708	Q9VFC7
A0A8D9I604	Q9VFD1
O61845	Q9VFD9
Q19746	Q9VFE3
Q10123	Q9VFE4
Q7JP67	Q9VFE6
Q18848	Q9VFE7
A0A0K3ASA6	Q9VFE8
Q9NDU9	Q9VFE9
O62333	Q9VFF0
Q18823	Q9VFF3
O45672	Q9VFF6
P90835	Q9VFG2
Q9U3B7	Q9VFG8
P49404	Q9VFH2
Q9U3F2	Q9VFH4
Q22437	Q9VFH5
G5ECH7	Q9VFH6
O16215	Q9VFH8
H2L0S6	Q9VFI7
P34213	Q9VFJ1
A0A2C9C2Z6	Q9VFJ3
Q17678	Q9VFK3
O01963	Q9VFK4
P34705	Q9VFL0
Q19554	Q9VFL3
O18688	Q9VFL4
P91216	Q9VFL5
Q20845	Q9VFL8
G5EE25	Q9VFL9
A0A8S4QBD3	Q9VFM2
O61219	Q9VFM3
G5EFE6	Q9VFM4
Q10938	Q9VFM6
O17568	Q9VFN9
O02626	Q9VFP1
Q19826	Q9VFP2
A0A131MCP7	Q9VFP5
G5EDQ2	Q9VFP6
Q09360	Q9VFP7
G5EE97	Q9VFP8
I7FXD3	Q9VFQ3
A0A168H9F5	Q9VFQ4
O01901	Q9VFQ9
U4PEY4	Q9VFR0
H2KZB2	Q9VFR1
O62336	Q9VFR2
O02297	Q9VFR4
Q65ZI3	Q9VFR8
O17763	Q9VFS4
Q9N4U5	Q9VFS5
O01487	Q9VFS6
O44579	Q9VFS8
O01765	Q9VFT7
A0A0K3AVN7	Q9VFU0
Q18012	Q9VFU2
Q9BL46	Q9VFU8
V6CLA2	Q9VFV2
Q17798	Q9VFV3
G5EBV8	Q9VFV8
Q9N4A7	Q9VFV9
P34443	Q9VFW4
Q09946	Q9VFW5
O45298	Q9VFW6
A0A0K3AV48	Q9VFX0
Q9U2M5	Q9VFX1
P34263	Q9VFX3
Q9U2P0	Q9VFX6
Q9NAM2	Q9VFX8
Q93781	Q9VFY3
Q19788	Q9VFY4
Q9NAQ2	Q9VFY5
Q17585	Q9VFY9
O17387	Q9VG01
Q9GYJ9	Q9VG03
Q93334	Q9VG04
Q21731	Q9VG05
Q18942	Q9VG06
Q9N357	Q9VG07
O17038	Q9VG09
G5EDS8	Q9VG11
O45782	Q9VG13
Q1ENI8	Q9VG15
Q9XXC4	Q9VG17
Q22917	Q9VG19
G5EDQ5	Q9VG22
Q23027	Q9VG24
Q23062	Q9VG28
A0A2K5ATW7	Q9VG44
Q19823	Q9VG45
P41936	Q9VG51
V6CL97	Q9VG55
O16299	Q9VG58
Q21954	Q9VG59
Q18607	Q9VG62
Q9BJK5	Q9VG65
Q20707	Q9VG69
Q20697	Q9VG73
Q20064	Q9VG74
P91124	Q9VG79
Q17499	Q9VG82
G5ED85	Q9VG84
Q23651	Q9VG92
O45231	Q9VG93
P45442	Q9VG94
A3RMS7	Q9VG95
Q93289	Q9VG96
Q7YTF9	Q9VG97
O44516	Q9VG98
Q95Q11	Q9VGA0
O01835	Q9VGA1
H2L0M0	Q9VGA3
G5ED89	Q9VGA4
Q21489	Q9VGA8
H2KZA6	Q9VGB2
Q95ZL9	Q9VGB8
H2KZ73	Q9VGC1
Q23012	Q9VGC2
Q9XXG5	Q9VGC3
Q19863	Q9VGC7
N1NTN5	Q9VGD0
P46577	Q9VGD3
P91318	Q9VGD6
Q09511	Q9VGE2
Q9XW49	Q9VGE3
Q95XG7	Q9VGE4
Q09481	Q9VGE5
Q9U297	Q9VGE7
Q56VZ4	Q9VGE8
O16516	Q9VGF1
Q9GYM9	Q9VGF5
Q9NEU1	Q9VGF7
Q18206	Q9VGF9
Q9TYJ8	Q9VGG0
A0A131MCR4	Q9VGG9
Q19286	Q9VGH5
Q19529	Q9VGH7
Q8MXU9	Q9VGI1
Q19655	Q9VGI4
P12456	Q9VGI6
Q02330	Q9VGI8
Q95QY1	Q9VGJ0
O16405	Q9VGJ2
Q18677	Q9VGJ3
Q21562	Q9VGJ4
H2L045	Q9VGJ9
Q21444	Q9VGK1
Q20585	Q9VGK3
Q09413	Q9VGK7
P20268	Q9VGL0
Q9GYQ8	Q9VGL1
Q9GYR5	Q9VGL2
Q8MPX3	Q9VGM5
O45069	Q9VGN4
Q93382	Q9VGN9
Q21278	Q9VGP1
Q18787	Q9VGP4
G5EFP1	Q9VGP6
Q9U325	Q9VGP7
Q2V0X4	Q9VGQ0
B1GRK6	Q9VGQ1
P91233	Q9VGQ4
Q22552	Q9VGQ5
Q09406	Q9VGQ6
Q9XUP7	Q9VGR0
Q20229	Q9VGR1
Q21883	Q9VGR2
Q23357	Q9VGR7
A0A0K3ASV3	Q9VGR8
Q9XW92	Q9VGS2
Q23073	Q9VGT2
P46551	Q9VGU3
P48181	Q9VGU4
Q8MQ99	Q9VGU5
Q18539	Q9VGU6
P41828	Q9VGU7
Q8IAA6	Q9VGV3
P90823	Q9VGV6
O16453	Q9VGV7
P91272	Q9VGV8
O17054	Q9VGV9
G5EDJ4	Q9VGW0
Q19726	Q9VGW1
O61801	Q9VGW4
Q9N592	Q9VGW6
P91249	Q9VGW7
G5EC22	Q9VGX0
Q9XWV2	Q9VGY0
Q9BL07	Q9VGY2
Q22306	Q9VGY3
O45532	Q9VGZ2
H2L0J8	Q9VGZ4
Q20631	Q9VGZ8
Q9XUE9	Q9VH01
Q18339	Q9VH02
Q21021	Q9VH07
N1NVC2	Q9VH08
Q0G838	Q9VH18
Q9TZM9	Q9VH19
O62461	Q9VH20
Q18938	Q9VH25
A5HU98	Q9VH32
P91479	Q9VH36
Q09245	Q9VH37
Q7JNW7	Q9VH39
O45923	Q9VH45
Q21926	Q9VH48
O45901	Q9VH54
G5ECA7	Q9VH57
G5EEI1	Q9VH59
Q23175	Q9VH60
O45068	Q9VH62
Q21793	Q9VH64
P46769	Q9VH69
Q17483	Q9VH70
Q9UAU7	Q9VH72
Q20875	Q9VH76
Q8MQ56	Q9VH77
Q23360	Q9VH80
Q22292	Q9VH84
O62289	Q9VH87
O62372	Q9VH89
Q19591	Q9VH90
Q95XU6	Q9VH92
Q23217	Q9VH94
Q20062	Q9VH95
O76743	Q9VH96
Q21341	Q9VH99
G5EDZ2	Q9VHA0
O01519	Q9VHA2
Q20950	Q9VHA4
Q9NA61	Q9VHA8
Q10578	Q9VHA9
P91470	Q9VHB0
Q9XUP2	Q9VHB1
P05634	Q9VHB2
Q9TZI7	Q9VHB3
A0A131MC08	Q9VHB4
O02088	Q9VHB5
O61775	Q9VHB6
Q19519	Q9VHB7
P91311	Q9VHB8
Q09349	Q9VHC0
G5EF47	Q9VHC2
Q9N5S7	Q9VHC3
Q9N425	Q9VHC7
A7WK43	Q9VHD0
H2KZ78	Q9VHD1
Q9XUC9	Q9VHD2
Q22695	Q9VHD3
Q8I0Z7	Q9VHE3
O61910	Q9VHE4
Q19050	Q9VHF0
Q966M5	Q9VHF4
U4PBY2	Q9VHF5
O16510	Q9VHF9
Q9NAE2	Q9VHG0
Q09582	Q9VHG1
P91910	Q9VHG3
G5ECD6	Q9VHG4
P91002	Q9VHG5
O16243	Q9VHG6
Q19122	Q9VHG8
Q20969	Q9VHH0
Q20830	Q9VHH1
P34343	Q9VHH8
O17685	Q9VHH9
Q22541	Q9VHI1
G5ECU7	Q9VHI4
Q965R9	Q9VHI6
Q21875	Q9VHI7
Q9U2T0	Q9VHJ3
O18032	Q9VHJ4
Q23560	Q9VHJ7
P91368	Q9VHK6
Q9XTV0	Q9VHK8
Q23593	Q9VHK9
G5EEN7	Q9VHL0
H2KYR7	Q9VHL1
Q9N4L8	Q9VHL2
Q9N5E7	Q9VHL4
G5EG03	Q9VHM0
Q21952	Q9VHM3
O76561	Q9VHM4
Q09996	Q9VHM5
Q09584	Q9VHM7
Q27874	Q9VHN0
Q18662	Q9VHN1
Q8I4M2	Q9VHN4
Q20898	Q9VHN5
Q21217	Q9VHN7
Q18355	Q9VHN8
Q8IA87	Q9VHN9
Q9BKQ7	Q9VHP0
Q9XWH3	Q9VHP3
P34339	Q9VHP9
Q22677	Q9VHR4
Q18503	Q9VHR5
Q20381	Q9VHR6
Q9GZG1	Q9VHR8
O16332	Q9VHS2
Q21953	Q9VHS3
O01960	Q9VHS6
Q9XU11	Q9VHS7
O45316	Q9VHS8
P17486	Q9VHT1
O61977	Q9VHT2
U4PFH6	Q9VHT5
A5JYT7	Q9VHT6
A0A078BS36	Q9VHT8
Q20778	Q9VHT9
Q19894	Q9VHV1
O01876	Q9VHV3
Q17746	Q9VHV5
O01761	Q9VHV6
Q17554	Q9VHV8
Q9U2R0	Q9VHV9
Q9XXI3	Q9VHW0
P34335	Q9VHW4
Q9TYN2	Q9VHW5
P91575	Q9VHX0
O16541	Q9VHX1
Q19833	Q9VHX2
Q22983	Q9VHX3
O01326	Q9VHX4
P53489	Q9VHX7
Q9U257	Q9VHX9
Q23333	Q9VHY5
Q23294	Q9VHZ5
B7WN72	Q9VHZ7
P30632	Q9VI00
O01933	Q9VI04
Q95XL6	Q9VI08
P34300	Q9VI09
Q7JKP6	Q9VI10
Q20997	Q9VI12
Q03601	Q9VI13
O01756	Q9VI14
G5ED70	Q9VI16
Q9U7D3	Q9VI21
Q19276	Q9VI23
Q18605	Q9VI24
Q9XUU8	Q9VI25
Q95QD9	Q9VI27
Q18405	Q9VI32
P91357	Q9VI33
G5EGB7	Q9VI34
Q9U3C8	Q9VI35
O16000	Q9VI39
A0SQM0	Q9VI51
A5PEX5	Q9VI53
Q95ZQ5	Q9VI54
G5EFM0	Q9VI55
P34696	Q9VI56
G5ECZ4	Q9VI58
G5EBP5	Q9VI60
A0A6V7QYH4	Q9VI64
Q95PW5	Q9VI65
Q20220	Q9VI70
Q18547	Q9VI72
A0A4V0IK77	Q9VI75
Q93553	Q9VI78
Q2L6W7	Q9VI80
G5EFD6	Q9VI82
G5EFU0	Q9VI83
Q09555	Q9VI84
Q8WQD8	Q9VI93
O62254	Q9VIB1
Q8I4D6	Q9VIB2
Q9U364	Q9VIB5
B2D6M2	Q9VIC7
P34434	Q9VIC9
Q20422	Q9VID1
Q02332	Q9VID3
Q18590	Q9VID7
O45578	Q9VID9
O17198	Q9VIE0
Q9XUB9	Q9VIE1
K8F807	Q9VIE3
Q58AA7	Q9VIE6
Q11194	Q9VIE7
Q19416	Q9VIE8
Q19265	Q9VIF0
Q09512	Q9VIF1
Q21544	Q9VIF2
Q7YWP5	Q9VIF5
Q22830	Q9VIF6
P34484	Q9VIG1
O76717	Q9VIG5
O17005	Q9VIH3
Q9U208	Q9VIH7
Q23621	Q9VIH8
G5EC56	Q9VII1
Q9TYP8	Q9VII2
O62110	Q9VII3
E3W739	Q9VII9
Q95XW5	Q9VIJ0
Q11176	Q9VIJ5
Q19441	Q9VIK0
Q09278	Q9VIK1
Q19684	Q9VIK3
Q19862	Q9VIK6
O44787	Q9VIK9
P34541	Q9VIL0
P34255	Q9VIL1
Q23628	Q9VIL2
Q9BLA0	Q9VIL4
Q7Z145	Q9VIL6
Q9XVP1	Q9VIM0
Q20054	Q9VIM4
Q27461	Q9VIM5
Q2XMY3	Q9VIM6
Q2MDF2	Q9VIM8
O17828	Q9VIN1
A0A5S9MNU9	Q9VIN9
O17040	Q9VIP0
Q9XXH7	Q9VIP1
Q10665	Q9VIP2
H2L040	Q9VIP8
G5EFQ8	Q9VIQ4
Q18511	Q9VIQ5
G5EFA8	Q9VIQ6
P92186	Q9VIQ7
Q22505	Q9VIQ8
Q19124	Q9VIQ9
F5GUE5	Q9VIR7
P34280	Q9VIR9
P46559	Q9VIS0
Q2EEM6	Q9VIS1
Q9U393	Q9VIS5
G5EGF8	Q9VIS7
Q21336	Q9VIS9
Q22323	Q9VIT0
Q93367	Q9VIT3
Q20947	Q9VIT5
Q19470	Q9VIT6
F3Y5Q9	Q9VIU2
Q21805	Q9VIU3
G5ECK3	Q9VIU5
Q23084	Q9VIU6
Q20803	Q9VIV0
G5EE14	Q9VIV2
A7DTF3	Q9VIV3
Q18143	Q9VIV5
Q9NAC0	Q9VIV6
O61198	Q9VIV8
O45507	Q9VIV9
Q95QF1	Q9VIW1
Q5DX39	Q9VIW3
Q9XWV7	Q9VIW5
Q9GUB8	Q9VIW6
Q09504	Q9VIW7
G5EDT6	Q9VIW8
N1NVB5	Q9VIX1
Q21755	Q9VIX4
Q966M4	Q9VIX7
A0A4V6M500	Q9VIY1
O45106	Q9VIY3
Q95Q08	Q9VIY5
P34470	Q9VIY9
Q9N393	Q9VIZ0
Q8MNT9	Q9VIZ1
Q27473	Q9VIZ3
Q09975	Q9VJ00
G5EGJ5	Q9VJ01
W6RXS5	Q9VJ06
Q9NLC2	Q9VJ11
P17139	Q9VJ12
Q9U9K0	Q9VJ14
Q9N534	Q9VJ16
X5LX98	Q9VJ18
Q95Y04	Q9VJ19
P91853	Q9VJ21
Q9BKU4	Q9VJ22
Q9N2W4	Q9VJ25
P91563	Q9VJ26
O02327	Q9VJ27
Q8IG45	Q9VJ29
Q21693	Q9VJ30
Q95XC8	Q9VJ32
O02238	Q9VJ33
Q52GY8	Q9VJ34
Q21504	Q9VJ35
O61757	Q9VJ43
P32742	Q9VJ44
Q21392	Q9VJ45
Q9XWS2	Q9VJ46
A0A3P6N6A5	Q9VJ48
Q9XX10	Q9VJ49
Q21307	Q9VJ53
O16488	Q9VJ55
Q93315	Q9VJ59
Q21130	Q9VJ60
Q09291	Q9VJ61
Q17600	Q9VJ62
H2KY86	Q9VJ68
Q21318	Q9VJ69
Q19461	Q9VJ70
Q18429	Q9VJ72
Q9XW37	Q9VJ73
Q22173	Q9VJ74
Q22666	Q9VJ79
O01477	Q9VJ80
Q21401	Q9VJ83
Q22031	Q9VJ85
A0A7R9XN27	Q9VJ86
H2KYW5	Q9VJ87
Q8MXT6	Q9VJ95
Q8I100	Q9VJ97
Q9N3F1	Q9VJ98
Q20813	Q9VJA1
Q18937	Q9VJA4
Q9U3M2	Q9VJA6
H2L057	Q9VJA9
P34441	Q9VJB0
Q21514	Q9VJB2
D1MN74	Q9VJB3
Q94131	Q9VJB5
U4PDZ2	Q9VJC1
Q23248	Q9VJC5
Q09418	Q9VJC6
Q9XWD5	Q9VJC7
P34684	Q9VJD1
Q4W5T0	Q9VJD2
Q95QI6	Q9VJD3
G5ECU1	Q9VJD4
Q95XC4	Q9VJD6
P91400	Q9VJD8
Q94162	Q9VJE1
G5EFY6	Q9VJE3
Q93169	Q9VJE4
O17684	Q9VJE5
Q94402	Q9VJE7
Q09262	Q9VJF5
Q19214	Q9VJF6
Q9BL29	Q9VJG0
O45367	Q9VJG2
O17849	Q9VJG5
G5EE34	Q9VJH2
G5EDS9	Q9VJH6
Q21287	Q9VJI1
U4PE16	Q9VJI7
Q23330	Q9VJI9
P53589	Q9VJJ6
C6KRL6	Q9VJK3
Q19683	Q9VJK4
O62076	Q9VJL5
O61816	Q9VJL6
Q95QS3	Q9VJL7
P30642	Q9VJM1
O01159	Q9VJM2
Q20128	Q9VJM5
Q23162	Q9VJN4
G5EE46	Q9VJN5
Q9N419	Q9VJN8
Q9U7E0	Q9VJP0
G5EC32	Q9VJP1
Q9U1Y2	Q9VJP5
Q10038	Q9VJP9
Q9N3G0	Q9VJQ0
G5EGS1	Q9VJQ3
O17892	Q9VJQ5
Q20848	Q9VJQ6
Q19257	Q9VJQ7
Q09318	Q9VJR1
P34287	Q9VJR9
O44821	Q9VJS1
Q23269	Q9VJS5
G5EEC2	Q9VJS7
P34647	Q9VJS8
Q9U281	Q9VJT3
O76665	Q9VJU2
Q9N394	Q9VJU8
O61213	Q9VJV2
Q95QK3	Q9VJW0
O01664	Q9VJW1
Q2XMY1	Q9VJW5
A0A3B1DV80	Q9VJW8
Q22343	Q9VJW9
D3YT69	Q9VJX2
P34519	Q9VJX3
A0A164D3G3	Q9VJX4
Q9N4Y9	Q9VJX7
O17799	Q9VJY4
P61866	Q9VJY6
O45692	Q9VJY7
P41992	Q9VJY8
Q9TXV1	Q9VJY9
P34547	Q9VJZ1
I2HA90	Q9VJZ2
Q9TXJ0	Q9VJZ3
E2JL04	Q9VJZ4
P43508	Q9VJZ5
Q067X2	Q9VJZ6
G3MU88	Q9VJZ7
Q95Q27	Q9VJZ8
Q22826	Q9VK00
O02164	Q9VK01
Q9BL27	Q9VK06
P34605	Q9VK13
O17405	Q9VK14
Q18892	Q9VK15
Q95Y27	Q9VK16
Q09531	Q9VK18
Q9BL05	Q9VK19
Q01630	Q9VK20
Q9NEW6	Q9VK21
Q10664	Q9VK23
P35799	Q9VK28
P91156	Q9VK31
P53016	Q9VK33
Q9N3I5	Q9VK34
Q9N5G1	Q9VK35
Q9N5N9	Q9VK36
Q17559	Q9VK38
H2KYU5	Q9VK39
H8ESF1	Q9VK43
Q23683	Q9VK44
G5EF15	Q9VK45
O62219	Q9VK46
D6RYD3	Q9VK47
Q17658	Q9VK54
Q965W2	Q9VK55
I2HAJ2	Q9VK56
G5ECG0	Q9VK57
Q95QU0	Q9VK59
P91281	Q9VK60
O01634	Q9VK61
P90822	Q9VK62
Q09518	Q9VK63
Q20548	Q9VK64
O01755	Q9VK67
Q9U2Q8	Q9VK69
A0A2K5AU00	Q9VK81
P34675	Q9VK85
Q69Z09	Q9VK89
O01393	Q9VK90
Q17657	Q9VKA2
Q10124	Q9VKA4
Q9TXZ9	Q9VKA7
Q22853	Q9VKB1
Q86G92	Q9VKB2
O16298	Q9VKB4
Q20595	Q9VKB8
O76384	Q9VKB9
Q19694	Q9VKC1
Q09373	Q9VKC4
Q22857	Q9VKC7
Q19743	Q9VKC8
O45189	Q9VKD2
Q966I8	Q9VKD3
Q22371	Q9VKD5
Q17569	Q9VKD6
Q9TXT1	Q9VKD7
Q11181	Q9VKD8
Q22431	Q9VKF0
P34682	Q9VKF2
Q9TXY8	Q9VKF3
Q10128	Q9VKF5
Q3V5J2	Q9VKF8
G5EG31	Q9VKF9
Q9GP94	Q9VKG3
O16463	Q9VKG4
G5EGP8	Q9VKG8
O76725	Q9VKG9
Q9XVX8	Q9VKH0
G5EEN3	Q9VKH4
Q18419	Q9VKH6
Q9NAQ9	Q9VKI2
Q19714	Q9VKI3
Q966L5	Q9VKI8
Q9N4W8	Q9VKJ1
O45420	Q9VKJ3
E5QCH0	Q9VKJ4
G5EGU1	Q9VKJ6
G5ECA8	Q9VKJ9
Q09589	Q9VKK1
Q9XXP4	Q9VKK2
O16922	Q9VKK6
Q9N5Z0	Q9VKL8
P34307	Q9VKM0
Q19542	Q9VKM1
P34669	Q9VKM3
A0A0M7RF51	Q9VKM5
Q22601	Q9VKM6
G5EGU9	Q9VKM8
Q02335	Q9VKN5
Q9TXI9	Q9VKN6
P34344	Q9VKN7
Q9XVX1	Q9VKN8
P41842	Q9VKN9
Q20588	Q9VKP3
Q22360	Q9VKP6
Q09433	Q9VKP7
O45691	Q9VKQ0
Q09525	Q9VKQ2
Q21453	Q9VKQ3
O76337	Q9VKQ5
Q9NA26	Q9VKQ7
O76620	Q9VKQ8
Q95ZV5	Q9VKQ9
Q9U2L2	Q9VKR0
Q19211	Q9VKR2
Q93700	Q9VKR4
Q8T3B8	Q9VKR8
O16406	Q9VKS1
P46822	Q9VKS2
Q95PW8	Q9VKS4
P52872	Q9VKS9
Q09385	Q9VKT1
G5ECA0	Q9VKT8
Q9XX97	Q9VKU2
Q18566	Q9VKU4
Q19978	Q9VKU7
Q23591	Q9VKU8
Q18096	Q9VKV0
Q9TZ99	Q9VKV1
P90859	Q9VKV4
O17644	Q9VKV5
Q965M5	Q9VKV6
G5EDW7	Q9VKV8
O44895	Q9VKV9
Q9GYG4	Q9VKW1
Q18273	Q9VKW2
Q9U2K8	Q9VKW3
G5EFG3	Q9VKW4
O45003	Q9VKW5
P91399	Q9VKW8
O01814	Q9VKX1
P48154	Q9VKX2
Q17863	Q9VKX4
O02139	Q9VKX8
Q22543	Q9VKY1
Q9U304	Q9VKY2
Q9XUM1	Q9VKY3
C0P287	Q9VKY8
Q7KPQ9	Q9VKZ0
Q9XW20	Q9VKZ7
Q9TZK3	Q9VL00
G5EBZ4	Q9VL01
Q95YE6	Q9VL02
P53596	Q9VL03
Q18945	Q9VL05
V6CKQ0	Q9VL06
P46549	Q9VL07
Q20814	Q9VL10
Q93762	Q9VL13
P10986	Q9VL14
Q95QI2	Q9VL16
Q21824	Q9VL18
Q19722	Q9VL20
O62159	Q9VL21
O01254	Q9VL22
P91834	Q9VL25
O44750	Q9VL27
O62427	Q9VL28
G2HK15	Q9VL29
Q9NAI7	Q9VL31
B3WFV4	Q9VL37
Q19433	Q9VL41
Q20711	Q9VL44
Q9N566	Q9VL48
Q23595	Q9VL49
A0A061AE46	Q9VL52
Q9N501	Q9VL56
Q20393	Q9VL58
Q22316	Q9VL59
P30634	Q9VL60
Q09610	Q9VL61
O17850	Q9VL63
Q21480	Q9VL65
Q20025	Q9VL68
Q19713	Q9VL69
Q95Y51	Q9VL70
G5EED5	Q9VL72
Q19209	Q9VL76
Q19312	Q9VL77
Q9U300	Q9VL83
Q65ZK1	Q9VL89
Q93560	Q9VL91
Q9XX63	Q9VL93
Q565D5	Q9VL94
Q93510	Q9VL96
O16991	Q9VLA2
Q17958	Q9VLA6
Q21065	Q9VLB0
Q18973	Q9VLB2
Q19642	Q9VLB7
Q21691	Q9VLB9
Q9XUU9	Q9VLC0
O16946	Q9VLC1
Q21898	Q9VLC5
Q9XV56	Q9VLC8
Q94246	Q9VLD6
Q20369	Q9VLD7
Q9U2J3	Q9VLD9
O01916	Q9VLE4
Q19866	Q9VLF0
H8W3Y3	Q9VLF2
Q21035	Q9VLF4
Q9U2D5	Q9VLG3
G5ECN7	Q9VLH0
P34656	Q9VLH8
P90960	Q9VLH9
Q17525	Q9VLI0
Q93830	Q9VLI1
Q9XVQ6	Q9VLI2
G5EDD7	Q9VLI5
O62078	Q9VLI6
G5EFE1	Q9VLI9
Q9XXT8	Q9VLJ0
O16316	Q9VLJ6
A0A8D9MTV9	Q9VLJ8
Q7YWR3	Q9VLK1
Q9U3D6	Q9VLK2
Q22922	Q9VLK3
O17939	Q9VLK8
Q9XX15	Q9VLL1
O44512	Q9VLL3
Q19829	Q9VLL4
Q17687	Q9VLL5
P91482	Q9VLL8
Q0G841	Q9VLL9
G5EFT5	Q9VLM5
Q9TYJ3	Q9VLM6
Q6A575	Q9VLM7
Q9TYX4	Q9VLM8
P18831	Q9VLM9
Q95QG8	Q9VLN1
Q22403	Q9VLN6
Q9XVQ9	Q9VLN8
A0A0K3AS47	Q9VLP0
A0A5E4LZ74	Q9VLP1
O44782	Q9VLP3
