Q09390	A0A087WUL8
P34442	Q8TAB5
O16254	Q8TAD4
Q23597	Q8TAD8
Q95QI2	Q8TAE8
O44411	Q8TAF3
Q17820	Q8TAF8
Q95Y35	Q8TAG9
Q9BKR2	Q8TAL6
Q22640	Q8TAP4
A0A078BS36	Q8TAP6
Q27493	Q8TAQ2
O62252	Q8TAT6
O16393	Q8TAU3
Q93875	Q8TB22
Q7JM44	Q8TB24
O01884	Q8TB45
Q18248	Q8TB61
H2L0E2	Q8TB72
Q20779	Q8TB96
Q9U229	Q8TBA6
P03949	Q8TBB1
G5ECX0	Q8TBB6
P54815	Q8TBC3
Q10931	Q8TBC4
G5ECK3	Q8TBE0
O45526	Q8TBE3
Q18869	Q8TBF4
Q9XX97	Q8TBH0
A0A8D9MTV9	Q8TBK6
Q20573	Q8TBM7
Q9XXR5	Q8TBN0
Q09417	Q8TBP5
Q86DC6	Q8TBX8
Q95Y99	Q8TBZ3
Q23221	Q8TBZ8
H2KYS2	Q8TC07
Q94046	Q8TC12
Q9U3A4	Q8TC44
Q9U2D5	Q8TC76
O17253	Q8TCC3
O44493	Q8TCE9
Q9N588	Q8TCG1
P34282	Q8TCG2
Q9U3R5	Q8TCJ0
Q19246	Q8TCJ2
A0A0K3AUJ4	Q8TCQ1
Q09354	Q8TCS8
Q09413	Q8TCT0
G4SR74	Q8TCT1
Q23525	Q8TCT6
P23678	Q8TCT7
Q19403	Q8TCT9
Q23248	Q8TCU4
Q9GRV4	Q8TCX5
H2L2J0	Q8TD08
O61876	Q8TD10
P90794	Q8TD16
Q95Q58	Q8TD19
Q1XFY3	Q8TD20
Q93349	Q8TD22
Q21295	Q8TD31
Q93649	Q8TD47
Q9U1W5	Q8TDB4
Q5FC43	Q8TDC0
O16517	Q8TDD1
Q8I4I0	Q8TDD5
Q9N4V4	Q8TDI0
Q22500	Q8TDJ6
Q95QM9	Q8TDL5
Q9N4U2	Q8TDM6
Q18095	Q8TDN6
Q09364	Q8TDQ0
Q20974	Q8TDR0
O45537	Q8TDR4
Q18017	Q8TDS5
O61528	Q8TDT2
Q93732	Q8TDV0
Q09559	Q8TDW7
O17070	Q8TDX6
H2KZY4	Q8TDX7
Q18258	Q8TDY2
O18182	Q8TDZ2
Q5WRU9	Q8TE77
P34424	Q8TEA7
Q9N3U2	Q8TEA8
Q9U3J8	Q8TEB1
F0IWS6	Q8TEB7
Q21344	Q8TEB9
P91454	Q8TED0
P91349	Q8TED1
Q9TZ87	Q8TEH3
P49405	Q8TEK3
H2KZR1	Q8TEL6
Q9TYS1	Q8TEM1
Q19214	Q8TEP8
Q22705	Q8TEQ6
Q9BKQ8	Q8TEQ8
Q20689	Q8TER5
A1EHR5	Q8TES7
Q8I0Z7	Q8TEW0
A0A131MBT4	Q8TEW6
Q9N492	Q8TEX9
Q8MQ51	Q8TEY7
O01916	Q8TF05
E1B6Q6	Q8TF39
Q9N4H6	Q8TF42
Q9XXE5	Q8TF50
O46009	Q8TF66
Q93339	Q8TF76
Q10130	Q8WTR2
Q8ITV5	Q8WTR4
G5EED5	Q8WTS6
Q564P9	Q8WTT2
O18696	Q8WTU0
G5EGD7	Q8WTU2
N1NVC0	Q8WTV0
Q9N3C8	Q8WTV1
Q21840	Q8WTW3
Q8MNT7	Q8WTW4
Q19082	Q8WU90
O18215	Q8WUA2
O02217	Q8WUA4
Q09305	Q8WUB8
Q27505	Q8WUD1
Q9XWF6	Q8WUD4
Q23290	Q8WUD6
Q21808	Q8WUE5
Q9TZ99	Q8WUF5
Q21297	Q8WUH6
Q17492	Q8WUI4
Q20796	Q8WUJ0
A0A0K3AW28	Q8WUJ3
O45551	Q8WUK0
Q9NHZ6	Q8WUM0
Q9U2Z0	Q8WUM4
Q09491	Q8WUM9
Q45EK2	Q8WUQ7
O44949	Q8WUU5
Q22080	Q8WUW1
Q23232	Q8WUY1
A0A0K3AX65	Q8WUY8
Q8WTL3	Q8WUY9
H2KYS1	Q8WUZ0
Q17466	Q8WV16
O45829	Q8WV24
Q95R19	Q8WV41
P91280	Q8WV44
Q9XUG9	Q8WV48
Q21655	Q8WVB6
Q19064	Q8WVC0
O16466	Q8WVC6
Q19751	Q8WVD3
G4RRB3	Q8WVE6
P34470	Q8WVJ2
O77469	Q8WVK2
K8ERR8	Q8WVL7
Q22173	Q8WVM0
O76407	Q8WVM8
A0A8S4SQK1	Q8WVP7
Q94225	Q8WVQ1
O18180	Q8WVV4
Q94057	Q8WVV5
Q22743	Q8WVV9
G5EEK7	Q8WVX3
G5EEV5	Q8WVX9
G5EF47	Q8WVY7
Q18244	Q8WVZ9
O16699	Q8WW01
Q9XXI7	Q8WW12
Q20070	Q8WW22
O17934	Q8WW24
Q9XXT8	Q8WW34
Q23202	Q8WWA0
P34711	Q8WWB5
G5ED24	Q8WWB7
O61856	Q8WWC4
P41958	Q8WWF1
Q93930	Q8WWF3
Q21354	Q8WWF5
Q9U1U1	Q8WWF6
O76689	Q8WWI1
H2L0C0	Q8WWK9
P35603	Q8WWM7
O61522	Q8WWN8
Q9GPA2	Q8WWP7
P0CG71	Q8WWQ0
O45813	Q8WWU7
O45734	Q8WWY3
G5EGI8	Q8WWY6
O61817	Q8WWY8
O16893	Q8WWZ8
Q93321	Q8WX92
Q9XUM8	Q8WX93
Q95QL1	Q8WX94
Q9NEQ0	Q8WXA2
Q22592	Q8WXA8
Q23378	Q8WXA9
O18686	Q8WXD5
Q9XVI6	Q8WXE1
P91544	Q8WXE9
O18175	Q8WXF0
Q22370	Q8WXF1
Q20870	Q8WXG6
P80361	Q8WXG9
Q23192	Q8WXH0
A0A078BPF3	Q8WXH2
Q03564	Q8WXH5
Q95QF9	Q8WXI2
Q18512	Q8WXI8
Q9TZ69	Q8WXI9
G5EDE2	Q8WXW3
O45502	Q8WXX5
O16274	Q8WY07
Q19103	Q8WY22
O45578	Q8WY36
Q9N3L2	Q8WY64
Q21500	Q8WY91
P46553	Q8WYA0
G5EE45	Q8WYA6
Q19978	Q8WYH8
Q9XVX1	Q8WYL5
Q564Z8	Q8WYP5
Q21626	Q8WYQ3
Q9XW80	Q8WYQ5
V6CLP9	Q8WYR4
H2KY65	Q8WZ19
O02099	Q8WZ33
O61790	Q8WZ42
Q21045	Q8WZ55
O01800	Q8WZA1
P91573	Q92187
Q9XUS7	Q92466
B7WNB0	Q92478
Q09591	Q92482
Q20709	Q92499
P34281	Q92504
Q95Q11	Q92520
Q93615	Q92522
Q17569	Q92526
A0A0K3AU69	Q92529
Q22161	Q92530
G5EDT1	Q92538
Q9XUG3	Q92540
B6VQ96	Q92541
Q18238	Q92542
Q09566	Q92544
P91230	Q92545
Q9TYZ4	Q92547
Q21177	Q92552
Q21012	Q92558
Q95005	Q92560
Q21270	Q92567
Q9GYM4	Q92569
A0A0K3AUF6	Q92570
Q9U2Y1	Q92572
Q09230	Q92574
O62110	Q92575
G5EFY7	Q92576
Q5ZEQ4	Q92581
Q18134	Q92597
Q18053	Q92598
A0A0K3AS47	Q92599
O45391	Q92600
Q7YTJ3	Q92604
Q95ZQ7	Q92608
P46551	Q92609
Q9GYR3	Q92610
Q9TYV3	Q92611
Q9N3T5	Q92614
P17329	Q92615
G5EC36	Q92616
D0VWM8	Q92620
H2L045	Q92621
Q19262	Q92624
O18015	Q92625
A9D4S6	Q92626
Q22143	Q92628
Q9N3C9	Q92630
O44782	Q92633
O17806	Q92643
O44441	Q92665
Q23260	Q92667
Q9N2U6	Q92673
G5ED37	Q92688
Q22935	Q92692
Q21601	Q92696
Q9XW68	Q92729
Q19366	Q92730
Q19418	Q92731
Q22397	Q92733
O16520	Q92734
Q8ITW4	Q92747
O17898	Q92748
Q94257	Q92759
Q09647	Q92764
G5EBV6	Q92769
Q9GYI2	Q92772
Q9XW20	Q92783
Q09496	Q92784
Q23066	Q92785
Q94399	Q92791
O61955	Q92793
Q9XWG2	Q92794
Q9TZP5	Q92796
Q21234	Q92797
O44412	Q92800
P91082	Q92802
Q9GT24	Q92804
B2D6K9	Q92817
O44739	Q92820
Q9XX00	Q92824
Q9NAJ7	Q92828
Q21266	Q92830
Q18599	Q92831
Q11184	Q92832
G5EEM9	Q92838
Q19020	Q92841
Q22493	Q92843
O18301	Q92844
Q9N423	Q92845
A0A131MBV3	Q92858
O01806	Q92878
Q9U283	Q92882
A9UJP6	Q92887
Q18035	Q92888
Q7Z1R1	Q92889
Q8STF6	Q92890
Q19187	Q92896
Q8MXS8	Q92900
Q17451	Q92901
A0A3B1DV80	Q92903
G5EC32	Q92905
Q23544	Q92913
Q21153	Q92914
Q9N5B1	Q92917
Q95QB1	Q92918
O16519	Q92922
O44738	Q92925
Q20340	Q92934
Q9U304	Q92945
G5EE90	Q92947
P91427	Q92973
Q19994	Q92974
D7SFQ8	Q92979
A0A4V0IJU8	Q92985
P41941	Q92990
Q18025	Q92993
Q7YXB6	Q92994
Q11086	Q92995
Q18075	Q92997
Q9GRY9	Q93008
O17915	Q93009
H2L0N8	Q93034
A0A2C9C3E2	Q93045
Q95YE2	Q93050
Q09217	Q93052
G5EDZ2	Q93062
O61787	Q93063
O45189	Q93074
Q8I0P7	Q93077
Q95YD2	Q93079
P34611	Q93084
O62160	Q93096
B7WN56	Q93100
Q9NA42	Q95460
O45177	Q969F0
P92005	Q969G2
Q23240	Q969G3
O62389	Q969G5
P27420	Q969H0
G5EES8	Q969H8
Q9XVT3	Q969J2
Q7KWZ4	Q969L2
Q22095	Q969M3
Q18841	Q969N2
Q23642	Q969P0
Q9U3N5	Q969P5
P13508	Q969Q0
O16364	Q969Q1
Q9TXI3	Q969R5
O17977	Q969S3
P91983	Q969S6
Q23666	Q969S9
G5EF06	Q969T3
O44475	Q969T4
Q9XXP4	Q969T9
P52012	Q969U6
O02226	Q969U7
Q11067	Q969V3
A0A0K3AW57	Q969V5
Q86FN3	Q969V6
Q18403	Q969W9
Q9NB31	Q969X2
Q9N501	Q969X5
A0A0K3ASN4	Q969X6
Q95QK3	Q969Y2
Q21916	Q969Z0
Q20180	Q969Z4
Q95QQ5	Q96A08
Q7JPE3	Q96A09
Q03605	Q96A19
P34299	Q96A25
P91420	Q96A26
Q86DA5	Q96A33
O16298	Q96A35
G5ED26	Q96A37
H2KZV9	Q96A44
G5EDK5	Q96A49
Q09439	Q96A61
Q18799	Q96A65
Q9BI71	Q96A72
Q965U6	Q96AA3
Q21336	Q96AB3
H2KYJ0	Q96AC1
Q19564	Q96AE4
H2FLL8	Q96AE7
O16784	Q96AG3
Q23541	Q96AG4
A0A1X7RBR0	Q96AJ1
Q93246	Q96AJ9
Q22972	Q96AK3
P91249	Q96AP0
O44652	Q96AP4
Q965H3	Q96AQ6
O62215	Q96AT9
O17387	Q96AX1
A0A0K3AV38	Q96AX9
A0A0K3AW32	Q96AY3
Q23345	Q96AY4
O18246	Q96AZ1
O16310	Q96B02
Q21174	Q96B21
O61818	Q96B23
G5EE02	Q96B26
Q9XW41	Q96B67
G5EBK8	Q96B77
Q19973	Q96B96
P48322	Q96B97
Q17941	Q96BA8
Q9N2X7	Q96BD5
Q17940	Q96BD8
G5EFE1	Q96BH3
Q22316	Q96BI1
Q18610	Q96BI3
Q22812	Q96BK5
Q965W2	Q96BM0
Q09291	Q96BM9
G5EDA8	Q96BN2
D6RYD9	Q96BN8
Q20595	Q96BQ3
O16516	Q96BR1
Q65ZJ7	Q96BR5
N1NVC2	Q96BR6
Q18343	Q96BR9
A8WFM5	Q96BW9
Q21130	Q96BY7
Q21731	Q96BY9
O01258	Q96BZ4
G5EF84	Q96BZ8
Q22587	Q96C00
G5EBU8	Q96C01
Q21555	Q96C12
O45522	Q96C19
G5ED17	Q96C28
Q22528	Q96C36
Q7JLF4	Q96C55
Q9XWI6	Q96C86
A0A163UT06	Q96C92
Q7K783	Q96CA5
Q93379	Q96CB8
Q18639	Q96CB9
A0A0S4XR36	Q96CE8
Q9N3X2	Q96CF2
Q20520	Q96CM3
Q8MPT0	Q96CM8
O02658	Q96CN4
G5EFB9	Q96CN7
Q9XTR1	Q96CN9
A0A0K3ATA5	Q96CP2
P34653	Q96CP6
G5EBQ3	Q96CS2
Q21770	Q96CS3
Q22718	Q96CS7
O02207	Q96CT7
Q21269	Q96CU9
Q95PX9	Q96CV9
Q9N359	Q96CW1
Q9XXQ7	Q96CW5
G5EG17	Q96CX2
O01816	Q96D03
Q9BLC3	Q96D05
G5EFA9	Q96D09
Q9XV35	Q96D46
Q95XG7	Q96D53
Q22260	Q96D71
Q9U3B7	Q96DA0
Q21015	Q96DA2
P34269	Q96DA6
O17981	Q96DB2
A0A0K3ASF2	Q96DC9
Q965R9	Q96DE5
U4PER3	Q96DF8
Q9XV40	Q96DG6
Q23593	Q96DH6
Q9N5A2	Q96DI7
A0A078BS22	Q96DM3
Q8WQF8	Q96DN2
O44498	Q96DN6
G5EDY2	Q96DT7
Q9TXJ8	Q96DU9
A0T4F9	Q96DV4
Q21821	Q96DX4
Q21933	Q96DX7
P52017	Q96DZ1
Q8MNV1	Q96DZ7
G5EF37	Q96DZ9
U4PCN0	Q96E11
P29506	Q96E22
E9RKC7	Q96E29
O17829	Q96E35
Q9TXQ1	Q96E39
Q22144	Q96E52
Q19133	Q96EA4
B3CJ34	Q96EB6
Q9NAB0	Q96EC8
Q8IG45	Q96ED9
Q9GZG8	Q96EE3
A0A164D3B2	Q96EF6
Q21557	Q96EG3
Q17476	Q96EH3
P91353	Q96EK4
Q9TZA7	Q96EK5
Q9UAZ2	Q96EL2
Q17543	Q96EL3
Q9XWH0	Q96EP0
Q23121	Q96EP5
O61460	Q96EQ0
P91870	Q96ER3
O18689	Q96ER9
G5ECS4	Q96ES7
Q17981	Q96ET8
O44962	Q96EU6
H8ESG0	Q96EV2
Q9N431	Q96EV8
Q22355	Q96EX3
Q17512	Q96EY1
O01622	Q96EY4
Q9XUE8	Q96EY5
Q09378	Q96EY7
Q9XVJ5	Q96EY8
A0A5E4LXR0	Q96EZ8
Q20797	Q96F07
O44754	Q96F15
Q9NAH2	Q96F24
Q9XUC2	Q96F44
Q9N4C1	Q96F46
Q9XU98	Q96F86
Q17829	Q96FC9
Q20528	Q96FE5
Q09353	Q96FF9
O45550	Q96FI4
G5EDS9	Q96FJ0
P34556	Q96FJ2
O18048	Q96FL8
O45943	Q96FN4
H2KYN3	Q96FQ6
Q18607	Q96FT7
Q4W5M1	Q96FV3
O44158	Q96FV9
O44408	Q96FW1
Q95X18	Q96FX7
Q93841	Q96FZ5
Q400M2	Q96G21
P37806	Q96G23
Q18453	Q96G25
A0A4V0III5	Q96G30
Q17636	Q96G46
Q9N525	Q96G75
Q9TZQ3	Q96G97
G5EF25	Q96GA3
Q94222	Q96GC5
Q9NA84	Q96GC9
O45380	Q96GD3
Q9XVF7	Q96GD4
O62348	Q96GF1
Q564Y3	Q96GG9
Q18187	Q96GK7
Q18032	Q96GM1
Q9GR61	Q96GM5
P91079	Q96GM8
Q9N2W9	Q96GN5
Q27473	Q96GQ5
P34346	Q96GQ7
Q22225	Q96GR4
Q22543	Q96GS4
P91368	Q96GX1
Q95Y82	Q96GX9
Q17962	Q96GY3
Q9XWN2	Q96H20
H2KZE3	Q96H22
Q20507	Q96H55
Q09348	Q96H86
Q9NAF9	Q96H96
Q9U1Y6	Q96HA1
Q9TXY4	Q96HA7
Q18529	Q96HA8
Q17732	Q96HB5
P34496	Q96HC4
Q20393	Q96HD1
Q23155	Q96HE7
O44448	Q96HE8
Q17589	Q96HE9
Q03607	Q96HH4
O44922	Q96HH6
Q8I4H5	Q96HI0
Q20590	Q96HJ5
Q18509	Q96HN2
Q95XQ7	Q96HR3
Q94050	Q96HR8
Q23288	Q96HR9
Q21276	Q96HS1
O16000	Q96HT8
Q09967	Q96HW7
Q9N3S2	Q96HY6
Q93353	Q96I24
A0A7R9XN27	Q96I25
Q21374	Q96I34
Q22128	Q96I51
O16429	Q96I59
O17578	Q96I99
O01603	Q96IF1
B9WRU1	Q96II8
Q20422	Q96IK5
O44590	Q96IQ9
Q22537	Q96IT1
O62468	Q96IV0
G5EE66	Q96IW7
Q9BL72	Q96IX5
Q93533	Q96IZ0
Q09389	Q96IZ7
Q9TYW1	Q96J01
Q17967	Q96J02
Q22849	Q96J42
Q9GYP8	Q96J84
Q9XWB4	Q96JA1
Q9N457	Q96JB2
G5EGJ8	Q96JB3
D3NQA8	Q96JB5
O01780	Q96JB6
Q9XUY5	Q96JC9
Q23600	Q96JG6
G5EEA3	Q96JH7
Q18650	Q96JI7
Q20874	Q96JJ6
O01505	Q96JJ7
Q93456	Q96JK2
Q18184	Q96JM3
Q9BMU4	Q96JM7
Q9BL83	Q96JN0
Q9N474	Q96JN2
Q10654	Q96JN8
Q19404	Q96JP2
Q9TZ37	Q96JP5
U4PAQ6	Q96K17
Q18519	Q96K19
P34557	Q96K21
P41990	Q96K37
O45864	Q96K58
P41886	Q96K76
Q27371	Q96K80
A5JYU7	Q96KA5
Q17687	Q96KB5
P90740	Q96KC8
A0A131MAV3	Q96KG9
Q95Y26	Q96KK5
Q19266	Q96KM6
Q21346	Q96KP1
Q09275	Q96KP4
Q21884	Q96KQ4
G5ECR7	Q96KQ7
G5EF86	Q96KR1
O45442	Q96KR6
Q21691	Q96KS9
Q22254	Q96L08
Q7YWZ9	Q96L11
Q20893	Q96L14
Q95QR7	Q96L15
Q18621	Q96L21
Q95XX5	Q96L33
Q9XXH0	Q96L34
Q9N499	Q96L46
F5GU86	Q96L73
Q9U1Z4	Q96L91
G4S034	Q96L92
Q09488	Q96LA8
A0A1N7SYZ4	Q96LB3
Q18511	Q96LI5
Q09641	Q96LK0
Q9XUU2	Q96LL9
Q21755	Q96LM6
O02063	Q96LR2
Q18008	Q96LR4
P34709	Q96LR5
P34580	Q96LU5
Q9XWV6	Q96LZ2
E2JL00	Q96M27
G5ED25	Q96M29
O01862	Q96M63
Q19237	Q96M94
Q9U287	Q96MA1
Q18620	Q96ME1
Q95YD8	Q96ME7
Q19213	Q96MF4
Q9BPN5	Q96MH2
Q7JKP2	Q96MI6
H2KZX4	Q96MM7
Q19087	Q96MN2
Q9XXB1	Q96MP8
Q09251	Q96MT8
P90904	Q96MU7
O16649	Q96MV1
Q21138	Q96MV8
Q21901	Q96MX3
Q9XVE7	Q96MX6
Q22055	Q96MY7
O01489	Q96N21
A7WK41	Q96N64
P91050	Q96N66
Q95QJ7	Q96N67
Q7JKG4	Q96NB2
O62414	Q96NC0
Q9XTS1	Q96NL1
A5JYV4	Q96NR8
P45442	Q96NT0
Q336K9	Q96NT1
Q19707	Q96NT3
Q22392	Q96NU0
O18201	Q96NY8
O17149	Q96P11
Q965G5	Q96P16
Q18683	Q96P20
O45507	Q96P47
Q23615	Q96P63
Q17865	Q96P70
P24348	Q96PC5
G5ED34	Q96PE5
Q966C7	Q96PK6
Q2XMZ9	Q96PM5
Q4W5T0	Q96PN8
Q09214	Q96PQ1
P34263	Q96PQ6
P34568	Q96PU4
P49594	Q96PU5
Q9BIB8	Q96PU8
A5Z2W3	Q96PV0
Q9XVT1	Q96PV4
P34384	Q96PV6
G5EFG3	Q96PX6
A0A8D6PJU0	Q96PY5
M1ZMJ3	Q96PY6
Q9TXW1	Q96PZ0
P91311	Q96PZ2
Q17654	Q96Q05
O02051	Q96Q07
Q18000	Q96Q11
Q9N5U5	Q96Q40
Q22092	Q96Q45
Q20220	Q96Q77
Q20968	Q96Q83
A3QM99	Q96Q89
G5ECD1	Q96QA5
P58798	Q96QC0
Q22684	Q96QD8
Q9TZC4	Q96QD9
Q19743	Q96QE5
Q9XWD6	Q96QF0
Q967F3	Q96QG7
Q19952	Q96QK1
G5EGL7	Q96QR8
Q9BKR9	Q96QS6
Q9NA59	Q96QT4
Q9XUC9	Q96QT6
O17552	Q96QU8
I2HAA5	Q96QV6
Q95X11	Q96R06
Q9XVA4	Q96RD7
Q23083	Q96RE7
Q19312	Q96RF0
H2L0J7	Q96RG2
G5EGD2	Q96RK0
O45687	Q96RL1
Q9XX63	Q96RL7
Q23581	Q96RN5
G5EDP6	Q96RP9
Q21111	Q96RQ1
Q17728	Q96RQ3
O17066	Q96RR1
Q20097	Q96RR4
A5HU98	Q96RS0
Q93700	Q96RS6
G5EC14	Q96RT1
G5EBG3	Q96RT7
O62116	Q96RT8
G5ECM9	Q96RU2
Q9XWU3	Q96RU3
A0A8S4QD18	Q96RU7
Q09218	Q96RY5
G5EFY1	Q96RY7
Q960A0	Q96S06
O17644	Q96S44
Q9N4Q7	Q96S52
Q17720	Q96S53
A0A1X7RC97	Q96S55
O44555	Q96S66
O17591	Q96S79
Q95QK1	Q96S82
A0A0K3AWR8	Q96S94
G5EBR6	Q96S97
Q21773	Q96SA4
P90847	Q96SB3
Q9U2M4	Q96SB4
A3QMB1	Q96SB8
G5EBK4	Q96SF2
O76368	Q96SI1
Q7YWR7	Q96SI9
F3Y5R1	Q96SK2
Q9XVJ1	Q96SL4
Q09568	Q96SN8
Q9XU97	Q96SQ5
Q9GYG2	Q96SQ9
Q09624	Q96ST2
O17828	Q96ST3
O44662	Q96SU4
Q20334	Q96SW2
G5EG59	Q96SY0
Q09367	Q96SZ6
Q09422	Q96T23
H2KZ07	Q96T37
Q22810	Q96T49
P19974	Q96T51
Q22618	Q96T52
Q18947	Q96T58
Q22125	Q96T60
A0A131MCL1	Q96T76
Q20646	Q96T88
Q22431	Q96TA1
A0A0K3AUJ9	Q96TA2
O01549	Q96TC7
G5EDY3	Q99081
O44199	Q99417
Q8I4L3	Q99426
O44552	Q99435
G5EG62	Q99436
Q19685	Q99439
A0A131MBE3	Q99442
Q18166	Q99445
P49632	Q99459
O62213	Q99460
Q629J5	Q99470
G5EGU8	Q99471
P91913	Q99496
Q17746	Q99497
O76621	Q99504
Q7JP68	Q99519
Q9XXI0	Q99523
O76640	Q99536
Q21544	Q99543
P91318	Q99547
A0A3P6NNQ0	Q99549
Q9N5A8	Q99558
Q7YWU9	Q99567
Q20130	Q99569
Q21109	Q99570
Q22979	Q99571
Q20140	Q99575
Q9N4C7	Q99576
O01756	Q99590
B1V8K3	Q99592
Q02330	Q99593
P54871	Q99598
O17173	Q99608
O02323	Q99613
Q23038	Q99614
P45896	Q99615
U4PRX8	Q99618
U4PBN3	Q99619
P10567	Q99623
Q09663	Q99627
Q95XL9	Q99633
G5EG51	Q99640
Q93762	Q99650
Q9N4W0	Q99653
P46582	Q99661
Q9U1X6	Q99666
Q22243	Q99675
Q9XW49	Q99676
I2HA85	Q99679
Q23182	Q99683
Q20936	Q99689
O16497	Q99697
G5EGT7	Q99700
Q93556	Q99706
O44667	Q99707
Q94125	Q99708
G5EGM3	Q99714
Q93409	Q99717
Q9XV73	Q99720
Q0G825	Q99726
O16785	Q99728
Q94272	Q99729
O18141	Q99732
Q09607	Q99733
Q8MXF3	Q99741
Q20305	Q99742
U4PFH6	Q99747
A5JYY2	Q99750
Q93594	Q99755
V6CIR8	Q99757
O02299	Q99759
P34277	Q99788
O17100	Q99797
U4PAY0	Q99798
Q18661	Q99805
H2KYP8	Q99808
G5EEI8	Q99814
P34420	Q99816
Q9N581	Q99828
Q05036	Q99832
Q93290	Q99836
Q9N456	Q99848
Q9XW01	Q99853
Q20024	Q99856
Q09318	Q99871
Q93573	Q99873
K8ESB4	Q99877
Q9GYM9	Q99878
Q9XW83	Q99879
Q09541	Q99880
C0P273	Q99932
Q23449	Q99933
Q9GYR0	Q99941
Q9XX56	Q99942
Q09958	Q99943
Q09500	Q99944
Q18269	Q99952
Q20177	Q99956
Q3LRZ3	Q99959
P34392	Q99961
Q10046	Q99962
P34666	Q99963
Q86MJ6	Q99972
U4PE35	Q99985
W6RXW2	Q99986
G5ECW0	Q99988
Q9XTZ1	Q99996
U4PEY4	Q9BPU6
Q93198	Q9BPW8
Q23227	Q9BPX3
O02224	Q9BPX5
Q19762	Q9BPX6
P34748	Q9BPY3
Q8MNT1	Q9BPZ7
Q95Y51	Q9BQ04
Q9U3Q0	Q9BQ15
P24349	Q9BQ24
P10771	Q9BQ39
Q18821	Q9BQ48
Q94162	Q9BQ50
O76387	Q9BQ52
O16453	Q9BQ66
Q9U2H9	Q9BQ67
H2L295	Q9BQ69
Q18905	Q9BQ70
G5EFV5	Q9BQ75
Q09527	Q9BQ83
Q04833	Q9BQ89
C2BR94	Q9BQ90
Q9BHK7	Q9BQ95
Q27888	Q9BQA1
A0A2C9C377	Q9BQA9
Q9U1U4	Q9BQB6
Q20312	Q9BQC6
Q20848	Q9BQD3
Q9N5R9	Q9BQE3
O44183	Q9BQE5
Q9XVA2	Q9BQE9
Q20970	Q9BQG0
Q966P8	Q9BQK8
Q09437	Q9BQP7
Q9XUL7	Q9BQQ3
Q9NLC2	Q9BQS8
Q9U3M2	Q9BQT9
Q9U3K2	Q9BQY4
Q09535	Q9BR76
O02109	Q9BRA2
Q95QQ2	Q9BRD0
P91470	Q9BRG1
A0A2K5AU25	Q9BRG2
O44516	Q9BRI3
O01969	Q9BRJ2
J7SF93	Q9BRJ6
G3MU07	Q9BRJ7
Q95X39	Q9BRK0
Q22544	Q9BRK4
Q9N4G8	Q9BRK5
G5EGF8	Q9BRL6
O45705	Q9BRN9
G5ECV5	Q9BRP0
Q9XXM6	Q9BRP1
O17798	Q9BRP4
A0A061AE46	Q9BRP8
A0A3P6P985	Q9BRQ6
G5EDK1	Q9BRQ8
Q22685	Q9BRR3
Q9BL17	Q9BRR6
Q18687	Q9BRR9
Q9XVJ3	Q9BRS2
Q2V071	Q9BRT2
Q22792	Q9BRT6
Q9XVT0	Q9BRT8
Q09610	Q9BRT9
O01563	Q9BRU9
Q17568	Q9BRV8
Q8I136	Q9BRX2
B2D6P1	Q9BRX5
Q23091	Q9BRX8
P90815	Q9BRX9
Q17711	Q9BRZ2
O01513	Q9BS26
O17895	Q9BS40
Q6A578	Q9BSB4
H2KYA0	Q9BSC4
Q09936	Q9BSD7
P91357	Q9BSE2
Q9TXM6	Q9BSF4
Q95X84	Q9BSG1
Q93231	Q9BSH4
Q1NZ18	Q9BSH5
P91182	Q9BSI4
Q21086	Q9BSJ2
Q09524	Q9BSJ5
Q18953	Q9BSJ8
P17512	Q9BSK4
Q19272	Q9BSL1
Q20677	Q9BSM1
O45707	Q9BSR8
Q9XV52	Q9BST9
G5EC67	Q9BSU3
Q965X4	Q9BSW2
D3NQA9	Q9BSW7
G5EG44	Q9BT09
Q95ZW1	Q9BT25
G5EEH2	Q9BT40
P52872	Q9BT49
O02300	Q9BT67
O16443	Q9BT73
Q86NE0	Q9BT78
Q9N3R6	Q9BT92
Q20753	Q9BTA9
Q95QI6	Q9BTC0
Q17884	Q9BTC8
Q17399	Q9BTD8
Q95QN6	Q9BTE1
G5EFS4	Q9BTE3
O62496	Q9BTE6
A0A1X7RBI1	Q9BTE7
Q95PY8	Q9BTL3
O01775	Q9BTM1
Q21805	Q9BTN0
Q94184	Q9BTT0
O45169	Q9BTT4
A7LPF3	Q9BTT6
Q10007	Q9BTU6
Q18320	Q9BTV4
Q18497	Q9BTV5
Q17411	Q9BTW9
Q22498	Q9BTX1
Q09522	Q9BTX3
Q01630	Q9BTZ2
Q9NA69	Q9BU02
Q09556	Q9BU23
Q09604	Q9BU61
Q21465	Q9BU76
G5ECE3	Q9BU79
Q93408	Q9BUA3
Q17533	Q9BUB5
Q9N3T3	Q9BUB7
O44452	Q9BUE0
O45218	Q9BUE6
Q9BHL3	Q9BUF5
Q22712	Q9BUH8
P15796	Q9BUI4
Q22211	Q9BUJ0
P12844	Q9BUJ2
O62336	Q9BUK6
Q23333	Q9BUL8
H2L0C8	Q9BUL9
O62372	Q9BUN8
G5EC45	Q9BUP0
G5ECF2	Q9BUP3
Q9XVR8	Q9BUQ8
Q9TZH9	Q9BUR4
H2KYP0	Q9BUV8
